Char	Docfreq
奄	3
淙	4
垢	2
重	195
拆	9
角	146
誉	8
遏	1
仁	11
暝	3
衡	2
矿	5
滴	117
颈	6
慰	45
稍	15
轼	5
袤	4
钺	2
访	6
景	262
窒	9
紧	69
捻	8
鹏	3
寄	42
寥	28
驳	31
其	226
眉	75
苟	3
狡	2
萼	1
荔	4
潋	9
税	1
醅	2
冠	16
氛	9
淼	5
场	195
刺	27
交	105
狭	11
奂	6
摘	29
召	11
具	32
卢	1
吃	49
贺	1
刑	3
慈	18
石	159
诱	21
趸	1
篁	1
巡	4
嵬	1
休	46
掌	27
碍	6
苦	144
琶	9
锯	2
樽	2
俏	12
藓	1
诉	68
搡	1
桩	2
智	24
乳	8
肚	19
淤	10
事	299
似	282
罔	1
赡	1
编	18
惋	3
钗	2
灾	12
句	110
菜	49
孙	10
剥	9
煤	5
岚	7
礁	8
盒	3
瑀	1
磕	6
鞡	2
洇	2
杯	73
憾	31
迢	2
恕	1
秧	10
策	4
肘	1
枷	4
霜	57
坑	5
热	147
胗	1
斩	7
囚	3
蔬	4
藉	6
亲	145
席	17
屋	97
宠	16
囵	2
笔	101
坐	116
萎	13
氇	1
挤	20
今	244
逍	10
旖	20
妒	2
毗	1
鹳	1
末	21
粒	22
路	333
硝	1
蓊	2
莲	57
姹	17
驻	31
铜	8
瘠	6
掐	3
弱	50
樯	1
菲	18
韶	13
誓	30
饶	5
歉	2
磐	3
炝	1
增	24
愉	11
拓	2
遭	12
闼	1
瓶	11
嗟	5
使	133
呼	115
率	6
众	43
惫	18
供	8
槃	3
诅	1
辞	11
絮	25
涛	23
淘	7
绊	10
蒂	7
铅	7
峡	18
憔	9
摇	118
抄	2
祈	12
沂	2
蚪	1
力	150
颗	88
嘎	6
惬	19
前	394
宿	31
窕	5
荣	27
吾	9
洲	14
塑	5
孪	1
鹪	1
暧	1
闪	85
色	458
馁	1
滨	3
额	18
崖	32
鸦	7
馍	1
唳	1
衙	1
否	76
药	22
搪	1
逝	75
竟	65
孝	3
惆	34
孜	3
宗	5
枰	2
纳	29
绾	3
侍	4
弑	1
脖	13
铐	1
矗	10
摁	1
沓	5
洁	118
绞	2
入	230
怨	41
喝	32
秸	1
袋	26
嘶	2
酱	4
筐	3
诚	39
弈	3
逑	3
蕾	12
叩	9
碧	80
湾	12
镀	5
妩	31
璧	1
炖	1
播	14
恰	34
弇	1
馆	13
审	2
蓑	6
阂	1
皈	5
熬	13
别	190
双	100
伞	35
弥	54
罗	29
拈	7
喟	5
侈	7
伙	20
曲	161
浮	124
慑	2
拿	21
讷	1
琅	3
薪	1
肝	5
垒	10
涡	7
硕	12
灭	37
解	67
禅	30
璃	29
隆	15
桨	7
拙	4
批	4
榭	4
馈	3
信	88
青	317
衣	115
辖	1
撤	2
魂	129
法	121
讴	3
靠	41
砌	10
疲	36
辔	1
嘲	10
掉	56
浏	3
友	74
敏	5
推	36
蕤	7
囹	1
续	54
进	222
悸	5
伯	3
远	398
骇	5
窝	22
与	450
岂	9
阁	16
聋	2
扭	15
蹈	8
篡	1
捋	1
裱	2
琤	1
潸	6
版	3
昨	51
总	222
惨	13
澹	1
呤	1
渭	1
氏	4
省	9
躏	1
跚	7
碳	1
说	334
足	131
仓	9
且	61
咆	5
熟	71
鹣	1
磋	1
宴	10
珈	1
棍	1
悴	9
缠	89
丑	16
妃	5
迫	13
障	13
芍	1
抬	35
椅	11
卿	2
挚	9
雏	7
排	33
代	82
笼	35
崭	2
低	89
橹	6
抹	96
璇	1
鼎	3
桦	2
汐	2
膨	3
楔	1
觉	215
凑	4
史	44
泵	1
辟	5
徉	14
币	1
蜗	1
榕	8
跹	9
销	7
坪	7
照	120
丹	28
洗	70
砂	7
婚	13
狈	1
牲	6
助	11
咚	15
椭	5
腿	18
符	23
吝	3
喉	10
卞	2
摸	54
咖	4
捷	2
柯	2
巧	37
怪	24
理	72
仪	9
澜	28
两	185
伽	1
妍	4
捞	7
狩	1
锡	3
少	213
指	101
搬	13
揭	8
为	540
忐	2
因	219
曜	1
幄	1
堵	2
殁	3
较	13
瑟	37
糟	3
珀	4
射	28
阻	30
拧	3
柩	1
诀	1
缴	1
壁	46
雪	203
聚	66
组	7
涧	13
笠	4
每	241
影	229
物	153
竹	55
馨	66
赌	3
触	73
卤	1
弄	34
瑰	24
黑	112
虔	11
凿	1
婵	3
垂	41
铲	2
返	22
箴	1
襄	1
懒	20
潘	1
富	45
怗	1
焕	1
菇	1
讶	4
很	199
京	13
略	28
杀	21
锅	13
终	217
荼	6
适	38
俩	9
肋	2
翼	22
籍	5
渊	9
麝	1
擅	3
纺	2
撑	27
绳	3
杨	37
楝	2
过	685
矛	3
罢	26
摆	52
趿	1
赖	10
启	38
旬	1
牺	4
逼	13
骗	3
郊	5
拥	78
姣	2
穿	151
浑	26
琵	9
溪	67
盖	57
丸	2
湿	79
棕	4
莅	2
昼	12
俄	1
歪	7
盂	1
型	10
专	13
呛	2
疙	1
息	136
练	14
讲	19
享	56
运	53
爬	45
被	287
扯	17
煳	1
玩	35
壳	11
录	12
滥	10
洼	8
怠	6
趴	6
遂	8
了	1157
临	82
仕	1
躲	29
疵	1
锻	2
坂	1
利	47
郁	75
骑	5
蟾	2
兜	9
彭	1
筠	1
嘛	2
胥	1
必	65
兽	10
关	96
憎	3
吸	66
沃	6
臃	1
渺	45
忍	42
漓	14
锹	2
娇	71
乙	2
哽	4
熊	7
同	211
律	39
卦	1
蝇	5
颖	3
岁	258
阶	23
活	205
藕	4
鲫	1
悠	120
惧	18
乃	17
滋	59
鲶	1
脍	2
桎	2
恩	33
懊	2
吓	6
板	43
匠	4
涓	6
呵	24
验	12
芷	2
纸	66
碰	30
筛	1
趔	1
窿	1
咧	1
章	31
蜻	7
财	4
橇	2
兄	10
侮	1
巢	9
宁	84
衫	12
坛	10
怎	101
彰	10
犀	10
呃	1
良	38
蛰	8
厢	8
蚂	5
绕	101
箫	7
妮	2
册	6
叵	3
孵	2
铮	5
恸	2
迎	70
谊	13
诈	3
折	73
伊	18
曦	16
员	7
冒	18
毒	12
园	87
山	459
藤	18
鹄	1
呀	14
澡	7
靥	12
玉	118
豫	7
挠	3
愿	162
一	1509
案	20
镌	12
暄	3
船	41
砰	2
莞	1
腹	13
丢	19
尘	230
当	231
详	11
柜	3
嗑	1
释	35
超	23
哺	1
逾	2
呜	10
祠	1
乌	30
宾	7
湮	7
澎	11
难	204
半	121
穆	7
逡	3
独	211
杪	1
军	16
墩	1
囿	1
绎	25
踪	25
囊	10
粱	1
燎	1
燕	33
评	4
言	148
捂	1
撬	1
壕	1
呆	18
剩	26
宛	38
敞	9
鹭	3
犯	3
捧	28
拴	2
毕	15
艘	5
茫	87
唉	2
起	583
绪	106
母	84
艳	106
壮	62
馑	1
粼	11
桃	86
引	40
嘻	1
谄	4
澧	1
除	30
撸	1
霭	8
稽	1
幽	122
种	340
芸	3
殉	4
淆	2
便	228
嘤	1
疮	6
咐	1
葱	36
闯	5
港	6
华	212
右	26
污	11
惦	5
能	388
惰	1
灯	121
竭	4
丫	4
坨	2
猴	7
霖	3
懈	6
逦	5
绶	1
赶	47
偃	1
坠	16
茗	8
廖	1
挣	23
塘	45
旎	21
偶	54
潜	14
绸	11
谛	8
杰	12
箬	1
健	17
蔚	15
熨	3
蒸	7
贡	2
擦	32
汗	26
弯	56
搅	9
赘	1
圆	60
恋	125
普	12
虐	1
容	162
醄	1
够	55
训	4
夺	26
德	15
剐	1
缟	1
陪	50
吐	31
霾	14
檀	1
透	147
杷	1
厮	5
郡	1
逃	32
第	44
绵	130
范	7
禄	2
凯	2
哼	6
海	253
阵	76
扁	9
驿	10
工	48
算	37
鸥	6
娆	15
画	174
词	80
贻	1
敷	3
跑	41
依	250
自	568
云	269
趋	7
羡	11
振	7
停	136
处	336
骜	4
施	11
嗔	1
武	14
翅	23
慢	122
弛	3
吟	62
樊	2
魉	2
抠	1
朦	53
须	36
促	22
攫	1
则	49
摒	2
槁	2
轮	94
翌	3
慨	20
陀	5
期	112
扇	35
窄	13
镬	1
啅	1
寇	3
栏	23
龄	13
赵	3
舒	77
朗	43
烤	10
贞	7
愣	8
罚	2
撰	1
液	17
僻	5
淮	5
掇	1
哇	2
禾	3
枪	8
拱	14
馔	1
椒	1
党	4
龌	1
短	78
啤	2
亘	8
卒	1
付	24
稀	30
呢	86
外	226
讽	1
附	19
砥	2
孕	20
浩	36
翱	8
婺	1
苞	17
络	14
贱	4
急	46
撕	25
温	321
朱	18
忠	10
峥	1
羁	17
旨	2
及	105
蚊	4
扒	4
厨	8
瞧	12
养	36
赎	4
脱	63
突	55
座	74
逊	3
椹	1
祗	1
癫	3
久	131
俊	15
踌	10
至	167
颤	27
昧	2
骏	5
童	70
芯	1
欺	10
揣	11
钥	4
氧	4
托	37
庙	16
霹	1
虞	7
堆	29
耷	4
嘟	6
鸶	1
奥	9
晃	29
凋	36
仃	1
礼	23
企	7
晓	27
拔	33
掖	1
靡	6
嫂	2
呈	28
漪	32
扔	9
葚	1
邱	3
陡	14
慌	12
衿	1
间	551
打	177
酪	1
涟	35
楂	2
救	8
哦	10
斫	2
戳	2
又	403
劣	3
拨	28
填	23
沏	7
红	368
墙	73
哀	46
雷	25
璟	1
咩	1
佩	6
莺	18
踞	1
苛	3
嵌	12
颙	1
街	67
傥	1
达	59
寡	6
抽	32
护	47
桌	33
缎	5
切	166
悄	70
茅	10
凛	11
蛟	1
盟	14
岫	1
巅	11
剧	22
校	24
躁	25
买	15
欸	1
赔	1
罪	9
乔	8
俗	62
曳	44
荸	1
寻	133
厂	4
灌	22
挖	10
国	82
蚌	4
雩	1
胃	3
廉	4
要	319
噶	1
衰	17
央	19
乡	138
筹	4
缨	1
占	19
镜	37
志	39
娜	20
环	53
寝	3
姓	5
锋	9
店	17
拇	2
怆	5
瘢	1
庞	24
佗	1
荻	3
株	26
圭	1
霞	58
份	151
挽	28
哧	5
昔	34
哪	84
逅	27
贝	13
负	34
胧	51
认	39
滞	3
姻	8
弃	62
痒	3
辆	4
全	111
娃	2
捍	1
瞻	7
有	1139
邦	2
俘	1
握	35
拂	61
俺	1
鸟	108
派	13
孤	140
杳	4
西	157
宜	16
儿	231
剪	45
茔	2
篙	3
庵	3
但	231
栀	7
慷	1
徜	14
脑	64
忙	58
携	49
蛋	10
茎	9
妆	19
羞	49
祉	1
窃	7
朽	7
盛	138
汤	9
姿	107
泣	21
述	19
裔	1
诧	2
赢	3
屉	2
煌	6
藩	1
维	23
请	27
顶	68
片	299
薰	6
勃	28
惚	11
上	867
颇	3
缔	1
劝	5
冰	82
脊	9
押	2
稔	1
朋	44
获	29
炼	12
坎	11
洞	35
遣	7
赳	1
坚	74
让	418
囱	5
捶	1
恶	19
跄	4
簇	30
允	6
素	95
栉	3
淫	2
捐	1
橘	8
著	11
馥	9
痹	1
纠	17
俯	17
焱	1
岌	1
峰	45
褚	1
咀	10
早	148
明	358
汽	7
泌	1
演	58
忌	8
咿	1
吁	1
胖	3
衲	1
滑	45
翡	3
玑	1
桓	1
嗓	8
霁	5
帜	3
欲	92
底	140
档	1
阅	14
惠	7
帧	6
糜	1
瘫	2
垛	4
向	246
潦	2
耶	2
蜷	3
鞅	1
埠	1
殊	5
鹊	8
兰	47
钦	1
阳	304
姬	2
凭	22
芝	3
惘	6
兑	3
郎	19
毯	11
朝	94
渔	10
悲	114
毫	41
啪	7
搂	5
者	125
帮	17
畴	1
酸	33
啧	1
橄	1
恒	42
噩	3
傍	24
晋	3
乏	14
谭	2
拭	10
马	67
狰	2
臧	1
兼	11
李	32
胡	14
坯	1
给	206
嚎	2
臭	6
壶	22
枚	12
阎	1
棚	8
抵	22
戍	1
攥	5
月	586
掩	49
锢	2
灞	1
近	121
背	70
耻	4
乖	2
基	9
沼	3
龊	1
广	30
缪	3
摔	6
埋	26
