	Word	Class0	Class1	Class2	MultiMean
966	翎子	1	1	1	5
967	公平性	1	1	1	2
968	庞然大物	1	1	1	19
969	非农业	1	1	1	149
970	大我	1	1	1	9
971	老百姓	1	2	2	29
972	战备	1	1	1	1
973	龟足	1	1	1	3
974	无产阶级	2	2	2	2
975	闪耀	1	1	1	9
976	沐	1	1	1	5
977	欢谈	1	1	1	6
978	重税	1	1	1	42
979	阎	1	1	1	1
980	核查组	1	1	1	2
981	秘书科	1	1	1	7
982	灰尘	1	1	1	7
983	远	2	3	3	38
984	孝	3	3	3	8
985	厨子	1	1	1	7
986	地动仪	1	1	1	0
987	痛悔	1	1	1	11
988	奋翅展翼	1	1	1	4
989	效应	1	1	1	18
990	黑油油	1	1	1	28
991	背着	2	2	2	10
992	蓝图	1	2	2	37
993	概括	3	3	3	48
994	美术片	1	1	1	35
995	有隙可乘	1	1	1	1
996	光导管	1	1	1	10
997	百	1	1	1	1
998	认可	2	3	3	27
999	发言人	1	1	1	2
1000	南昌市	2	2	2	299
1001	陟	1	1	1	3
1002	放流	1	1	1	9
1003	堂花	1	1	1	67
1004	传销商	1	1	1	39
1005	弓形	1	1	1	38
1006	默默无言	1	1	1	8
1007	喽罗	1	1	1	12
1008	划伤	1	1	1	19
1009	凑	1	2	2	54
1010	家室	1	1	1	22
1011	发展前途	1	1	1	0
1012	清扫工	1	1	1	2
1013	喊冤叫屈	1	1	1	5
1014	画像砖	1	1	1	12
1015	围坐	1	1	1	6
1016	铸钢	1	1	1	11
1017	粮饷	1	1	1	2
1018	核准费	1	1	1	136
1019	装蒜	1	1	1	19
1020	中亚	1	1	1	22
1021	曲率	1	1	1	187
1022	久慕盛名	1	1	1	2
1023	腰带	1	1	1	1
1024	万县	1	1	1	571
1025	明理	1	1	1	2
1026	春风满面	1	1	1	10
1027	各州	1	1	1	1
1028	炸肉	1	1	1	3
1029	落日	1	1	1	3
1030	单位名	1	1	1	16
1031	枣庄市	1	1	1	499
1032	飒然	1	1	1	5
1033	黑幕	1	1	1	15
1034	工区	1	1	1	171
1035	联合	2	2	2	45
1036	挽	2	2	3	44
1037	飞贼	1	1	1	3
1038	多普勒	1	1	1	19
1039	三轮车	1	1	1	101
1040	庐江县	1	1	1	571
1041	应时	2	2	2	28
1042	稳定	1	2	2	41
1043	俄央行	1	1	1	5
1044	太阳年	1	1	1	3
1045	文艺语言	1	1	1	1
1046	还本	1	1	1	1
1047	拖驳	1	1	1	46
1048	火上浇油	1	1	1	9
1049	火源	3	3	3	45
1050	肉桂	1	1	1	1
1051	朱漆	1	1	1	0
1052	扑空	1	1	1	1
1053	中耳	1	1	1	1
1054	流行语	1	1	1	3
1055	做广告	1	2	2	16
1056	甘南藏区	1	1	1	142
1057	黏液	1	1	1	5
1058	低落	2	2	2	37
1059	左云县	1	1	1	571
1060	私企	1	1	1	1
1061	留余地	1	1	1	5
1062	化纤	1	1	1	1
1063	不等	1	1	1	20
1064	芭蕉	1	1	1	70
1065	聚居	1	1	1	2
1066	手表	1	1	1	1
1067	编辑	2	2	2	18
1068	水产品	1	1	1	16
1069	洋洋万言	1	1	1	8
1070	言不及义	1	1	1	18
1071	效益	1	1	1	18
1072	润	2	2	2	17
1073	三百六十行	1	1	1	6
1074	同义语	1	1	1	3
1075	弹坑	1	1	1	15
1076	微处理器	1	1	1	7
1077	基片	1	2	2	40
1078	违约金	1	1	1	136
1079	悠然	1	1	1	17
1080	高寒	1	1	1	21
1081	梗	2	3	4	37
1082	胎衣	1	1	1	7
1083	正东	1	1	1	6
1084	墨竹	1	1	1	2
1085	对折	1	1	1	5
1086	耳机	1	1	1	2
1087	便秘	1	1	1	1
1088	法医学	1	1	1	176
1089	矩尺	1	1	1	4
1090	仪容	1	1	1	31
1091	俯拾皆是	1	1	1	25
1092	婆娑起舞	1	1	1	7
1093	后盖	1	1	1	9
1094	文化区	1	1	1	171
1095	党政机关	1	1	1	4
1096	防腐剂	1	1	1	1
1097	多彩	1	1	1	28
1098	画论	1	1	1	55
1099	翻砂工	1	1	1	17
1100	芫荽	1	1	1	1
1101	围堤	1	1	1	31
1102	掷弹筒	1	1	1	1
1103	裁剪	1	1	1	6
1104	涉险	1	1	1	1
1105	米格	1	1	1	23
1106	恬适	1	1	1	18
1107	供应站	1	1	1	5
1108	村学	1	1	1	7
1109	前敌	1	1	1	5
1110	锈蚀	1	1	1	3
1111	就座	1	1	1	3
1112	赋闲	3	3	3	27
1113	耗	1	1	1	6
1114	傍晚	1	1	1	7
1115	二氧化硅	1	1	1	33
1116	逊位	1	1	1	2
1117	影影绰绰	1	1	1	38
1118	趋	2	2	2	11
1119	苗床	1	1	1	3
1120	分身	1	1	1	4
1121	公私	1	1	1	9
1122	牙科	1	1	1	1
1123	度量衡单位	1	1	1	0
1124	自由自在	2	2	2	16
1125	借入	1	1	1	0
1126	务工青年	1	1	1	1
1127	争执	1	1	1	10
1128	行猎	1	1	1	12
1129	白费力气	1	1	1	34
1130	浅薄	1	1	1	10
1131	过活	1	1	1	10
1132	海岭	1	1	1	0
1133	锦纶	1	1	1	9
1134	有劲	1	1	1	4
1135	尸位	1	1	1	9
1136	莲花落	1	1	1	1
1137	断壁	1	1	1	1
1138	冰砖	1	1	1	0
1139	地磅	1	1	1	4
1140	选定	1	2	2	16
1141	簌簌	1	1	1	7
1142	兄长	1	2	2	11
1143	原子团	1	1	1	5
1144	白化病	1	1	1	216
1145	三翻四复	1	1	1	22
1146	唤回	1	1	1	1
1147	东城区	1	1	1	142
1148	保镖	1	1	1	1
1149	建昌县	1	1	1	571
1150	茶叶花	1	1	1	1
1151	阿里山	1	1	1	206
1152	内务部	1	1	1	80
1153	变流器	1	1	1	145
1154	姑母	1	1	1	5
1155	栓皮栎	1	1	1	70
1156	唾沫	1	1	1	9
1157	墓	1	1	1	12
1158	特效	1	1	1	1
1159	燃油	1	1	1	8
1160	画法	1	1	1	56
1161	观潮派	1	1	1	48
1162	闸刀	1	1	1	2
1163	学术团体	1	1	1	91
1164	决定论	1	1	1	55
1165	堂堂	1	2	2	63
1166	长岛县	1	1	1	571
1167	路灯	1	1	1	58
1168	毒蛾	1	1	1	9
1169	北爱尔兰	1	1	1	299
1170	空前绝后	1	1	1	12
1171	门类	1	1	1	18
1172	战略区	1	1	1	171
1173	收支	1	1	1	1
1174	洛铜	1	1	1	7
1175	鳖	1	1	1	8
1176	区域性	1	1	1	1
1177	粮税	1	1	1	42
1178	比绍	1	1	1	32
1179	忠诚度	1	1	1	91
1180	哑口无言	1	1	1	15
1181	开斋节	1	1	1	10
1182	高档	1	1	1	4
1183	摘抄	1	1	1	6
1184	宣传战	1	1	1	1
1185	隋唐	1	1	1	64
1186	菜豆	1	1	1	3
1187	原	3	3	3	48
1188	令人心悸	1	1	1	52
1189	互为	1	1	1	10
1190	农家	2	2	2	15
1191	没治	1	1	1	0
1192	小产	1	1	1	1
1193	胸腔	1	1	1	1
1194	削平	1	1	1	0
1195	苦英英	1	2	2	39
1196	货栈	1	1	1	10
1197	昏庸	1	1	1	22
1198	基本建设	1	2	2	1
1199	投师	1	1	1	4
1200	木床	1	1	1	1
1201	腹鳍	1	1	1	4
1202	细纱机	1	1	1	7
1203	红样	1	1	1	6
1204	寸步不离	1	1	1	47
1205	落色	1	1	1	5
1206	寓舍	1	1	1	2
1207	高唱	1	1	1	3
1208	崖壁画	1	1	1	31
1209	明石	1	1	1	33
1210	大厅	1	1	1	9
1211	脑上体	1	1	1	2
1212	焕发	1	1	1	23
1213	等而下之	1	1	1	12
1214	宗教	1	1	1	1
1215	中卫	1	1	1	12
1216	花盘	1	1	1	17
1217	石榴石	1	1	1	36
1218	曼斯菲尔德厅	1	1	1	24
1219	疏浚	1	1	1	9
1220	葡方	1	1	1	30
1221	腿子	1	1	1	12
1222	回来	1	1	1	8
1223	私塾	1	1	1	7
1224	纪念奖	1	1	1	10
1225	贸易法	1	1	1	113
1226	城际	1	1	1	8
1227	铁丹	1	1	1	1
1228	弄坏	1	1	1	10
1229	巡夜	1	1	1	1
1230	奴	1	1	1	3
1231	条纹	1	1	1	6
1232	滑雪板	1	1	1	1
1233	公顷	1	1	1	3
1234	好些	1	1	1	44
1235	吉祥	1	1	1	13
1236	镩子	1	1	1	1
1237	货位	1	1	1	24
1238	悚	1	1	1	52
1239	黄连木	1	1	1	0
1240	怅惘	1	1	1	10
1241	一见如故	1	1	1	20
1242	开办	1	1	1	10
1243	海沟	1	1	1	4
1244	南箕北斗	1	1	1	15
1245	说说	1	1	1	3
1246	毫厘	1	1	1	7
1247	亚于	1	1	1	11
1248	冬小麦	1	1	1	1
1249	贝伦市	1	1	1	499
1250	白关镇	1	1	1	172
1251	美院	1	1	1	73
1252	台本	1	1	1	4
1253	凹凸不平	1	1	1	9
1254	纳福	1	1	1	3
1255	藁城市	1	1	1	499
1256	调升	1	1	1	13
1257	块	2	3	3	13
1258	无所事事	2	2	2	23
1259	抱恨	1	1	1	4
1260	培训	1	1	1	13
1261	电子束	1	1	1	9
1262	根子	2	2	2	10
1263	羁绊	2	2	2	21
1264	后起	1	1	1	6
1265	导源	1	1	1	13
1266	建筑师	1	1	1	21
1267	火星	1	1	1	30
1268	猪肝	1	1	1	2
1269	焦炉	1	1	1	24
1270	抚孤	1	1	1	1
1271	有过之无不及	1	1	1	17
1272	胆矾	1	1	1	1
1273	老同事	1	1	1	0
1274	蔗	1	1	1	1
1275	气柜	1	1	1	18
1276	加区	1	1	1	171
1277	免疫性	1	1	1	179
1278	奠基	1	1	1	0
1279	愚钝	1	1	1	37
1280	军属	1	1	1	6
1281	嬉	1	1	1	24
1282	处长	1	1	1	41
1283	精神损耗	1	1	1	0
1284	武邑县	1	1	1	571
1285	赫然	1	1	1	36
1286	远谋	1	1	1	17
1287	成品油	1	1	1	8
1288	外遇	1	1	1	2
1289	西南风	1	1	1	1
1290	流畅	1	1	1	15
1291	挂靠	1	1	1	4
1292	相依	1	1	1	12
1293	促织	1	1	1	3
1294	压力感	1	1	1	59
1295	吸浆虫	1	1	1	50
1296	告密	1	1	1	5
1297	不逞之徒	1	1	1	4
1298	土话	1	1	1	5
1299	青纱帐	1	1	1	0
1300	歌声	1	1	1	40
1301	生手	1	1	1	1
1302	它们	1	1	1	3
1303	数来宝	1	1	1	6
1304	遥遥无期	1	1	1	43
1305	达	3	4	4	28
1306	幽寂	1	1	1	40
1307	蛋白	1	1	1	2
1308	赛点	1	1	1	9
1309	消融	1	1	1	10
1310	难于	1	1	1	48
1311	从简	1	1	1	17
1312	前奏	1	1	1	21
1313	桃色	1	2	2	16
1314	垂钓	1	1	1	2
1315	西洋画	1	1	1	1
1316	换工	1	1	1	0
1317	大学生	1	1	1	23
1318	翻悔	1	1	1	3
1319	严查	1	1	1	5
1320	方向舵	1	1	1	1
1321	东盟	1	1	1	8
1322	偶然	1	1	1	9
1323	横加	1	1	1	4
1324	义无反顾	1	1	1	19
1325	相与	1	1	1	2
1326	死路	1	1	1	4
1327	扒开	1	1	1	5
1328	谩骂	1	1	1	5
1329	早班车	1	1	1	20
1330	睡袍	1	1	1	1
1331	双姓	1	1	1	1
1332	梅州	1	1	1	116
1333	精通	1	1	1	11
1334	喜好	2	2	2	21
1335	晨钟	1	1	1	22
1336	证据法	1	1	1	113
1337	车门	1	1	1	46
1338	龙灯	2	2	2	59
1339	谴责	1	1	1	3
1340	蒙古	1	1	1	30
1341	浓眉	1	1	1	0
1342	文具盒	1	1	1	39
1343	吃劲	1	1	1	48
1344	稳中有进	1	1	1	5
1345	过路财神	1	1	1	3
1346	遭逢	1	2	2	33
1347	苑	2	2	3	20
1348	技	1	1	1	7
1349	历久	1	1	1	18
1350	烘制	1	1	1	4
1351	可意	1	1	1	24
1352	宽裕	1	1	1	41
1353	分属	1	1	1	1
1354	广播网	1	1	1	2
1355	花哨	1	1	1	6
1356	油杉	1	1	1	12
1357	大家	2	3	3	22
1358	农副产品	1	1	1	16
1359	孵化器	1	1	1	145
1360	花架子	1	1	1	1
1361	邮费	1	1	1	1
1362	射手	1	1	1	39
1363	私房	3	3	4	39
1364	夏威夷州	1	1	1	116
1365	间距	1	1	1	4
1366	怯	1	1	1	26
1367	深呼吸	1	1	1	4
1368	即景生情	1	1	1	4
1369	旋动	1	1	1	15
1370	烛泪	1	1	1	42
1371	义县	1	1	1	571
1372	多方位	1	1	1	0
1373	中小企业	1	1	1	3
1374	川贝	1	1	1	1
1375	大是大非	1	1	1	1
1376	慢腾腾	1	1	1	29
1377	阳历	1	1	1	3
1378	回肠荡气	1	1	1	13
1379	舍己救人	1	1	1	3
1380	推究	1	1	1	8
1381	刻肌刻骨	2	2	2	47
1382	屣	1	1	1	6
1383	中伏	1	1	1	1
1384	伟绩	1	1	1	3
1385	排名分	1	1	1	2
1386	虚脱	1	1	1	2
1387	开放型	1	1	1	38
1388	苦干	1	1	1	3
1389	庆典	1	1	1	8
1390	暗红	1	1	1	1
1391	圣诞卡	1	1	1	33
1392	恢弘	2	2	2	12
1393	童女	1	1	1	13
1394	蚕种	1	1	1	7
1395	桂东县	1	1	1	571
1396	盛况空前	1	1	1	33
1397	理清	1	1	1	3
1398	粒度	1	1	1	91
1399	讹谬	1	1	1	22
1400	安闲	1	1	1	17
1401	来访	1	1	1	12
1402	茶巾	1	1	1	6
1403	人伦	1	1	1	6
1404	长鼓	1	1	1	31
1405	事事处处	1	1	1	9
1406	踩高跷	1	1	1	9
1407	端午	1	1	1	3
1408	娼	1	1	1	7
1409	空姐	1	1	1	1
1410	劳动者	1	1	1	2
1411	球技	1	1	1	2
1412	误诊	1	1	1	13
1413	不自量力	1	1	1	72
1414	暴虐	1	1	1	10
1415	课税	1	1	1	42
1416	革命制度党	1	1	1	71
1417	青海省	1	1	1	52
1418	村主任	1	1	1	5
1419	纪念地	1	1	1	55
1420	夜大	1	1	1	73
1421	绪论	1	1	1	2
1422	姻	1	1	1	3
1423	孤行己见	1	1	1	15
1424	河北	1	1	1	30
1425	钻进	1	1	1	3
1426	兑	1	1	1	5
1427	登记簿	1	1	1	17
1428	筲箕	1	1	1	2
1429	独占资本	1	1	1	1
1430	戳	1	1	2	8
1431	屏	3	3	3	4
1432	习性	1	1	1	8
1433	劳动资料	1	1	1	0
1434	邀击	1	1	1	4
1435	各人	1	1	1	2
1436	中小银行	1	1	1	5
1437	明角灯	1	1	1	58
1438	周六	1	1	1	2
1439	摄影展	1	1	1	20
1440	手术钳	1	1	1	2
1441	专家级	1	1	1	2
1442	油嘴滑舌	1	1	1	4
1443	昼夜	1	1	1	2
1444	驱	2	2	2	14
1445	舱	1	1	1	1
1446	重特大	1	1	1	3
1447	台办	1	1	1	4
1448	执纪	2	2	2	12
1449	闲坐	1	1	1	6
1450	高鼻子	1	1	1	1
1451	绘声绘影	1	1	2	42
1452	孩子家	1	1	1	41
1453	慎始而敬终	1	1	1	26
1454	煤海	1	1	1	0
1455	耳沉	1	1	1	6
1456	披散	1	1	1	1
1457	探空仪	1	1	1	30
1458	气管	1	1	1	3
1459	承负	1	1	1	18
1460	支链反应	1	1	1	9
1461	鱼水情浓	1	1	1	4
1462	下诺夫戈罗德市	1	1	1	499
1463	新版	1	1	1	39
1464	工具	1	1	1	3
1465	音韵学	1	1	1	1
1466	玻璃纱	1	1	1	0
1467	累人	1	1	1	32
1468	犀牛	1	1	1	1
1469	飞轮	1	1	1	1
1470	义务教育	1	1	1	16
1471	游人	1	1	1	10
1472	遗落	1	1	1	10
1473	弘图	1	1	1	5
1474	合成词	1	1	1	12
1475	拇指	1	1	1	5
1476	草根	1	1	1	0
1477	呈贡县	1	1	1	571
1478	装饰品	1	1	1	5
1479	柴	1	1	1	6
1480	入画	1	1	1	7
1481	联合收割机	1	1	1	3
1482	蟑螂	1	1	1	1
1483	专营	1	1	1	1
1484	打赌	1	1	1	0
1485	超现实	1	1	1	6
1486	拉丁字母	1	1	1	3
1487	爱丁堡	1	1	1	53
1488	牧草	1	1	1	64
1489	成矿作用	1	1	1	7
1490	块状	1	1	1	4
1491	水流	1	2	2	28
1492	辂	1	1	1	1
1493	难怪	1	1	1	4
1494	硫化黑	1	1	1	33
1495	画布	1	1	1	8
1496	香米	1	1	1	8
1497	讳	3	3	3	16
1498	爱岗敬业	1	1	1	17
1499	铁道部	1	1	1	80
1500	虫子	1	1	1	2
1501	肥力	1	1	1	8
1502	免开尊口	1	1	1	2
1503	单间	1	1	1	1
1504	茅草	1	1	1	3
1505	售房	1	1	1	8
1506	酒味	1	1	1	12
1507	即或	1	1	1	20
1508	诺曼第	1	1	1	10
1509	偏见	1	1	1	5
1510	胆瓶	1	1	1	13
1511	抒	1	1	1	7
1512	瓤	1	1	1	4
1513	嫉妒	1	1	1	10
1514	乱杂	1	1	1	43
1515	正身	1	1	1	0
1516	明窗净几	1	1	1	18
1517	落落大方	1	1	1	14
1518	访问记	2	2	2	6
1519	中委	1	1	1	39
1520	兼职	2	2	2	7
1521	跑马山	1	1	1	206
1522	洞	3	3	3	13
1523	蠡	1	1	1	2
1524	劳动力	2	2	2	6
1525	台钻	1	1	1	0
1526	田产	1	1	1	7
1527	塑料	1	1	1	4
1528	皇储	1	1	1	7
1529	虔诚	1	1	1	43
1530	交恶	1	1	1	14
1531	回修	1	1	1	17
1532	审订	1	1	1	2
1533	戴孝	1	1	1	2
1534	下海者	1	1	1	11
1535	武安市	1	1	1	499
1536	搭手	1	1	1	40
1537	中毒者	1	1	1	0
1538	邢台	1	1	1	279
1539	辞书	1	1	1	7
1540	案卷	1	1	1	1
1541	克勤克俭	1	1	1	35
1542	渐进	2	2	2	5
1543	海狸	1	1	1	2
1544	疯子	1	1	1	4
1545	茶社	1	1	1	5
1546	仁兄	1	1	1	4
1547	好事	1	2	2	13
1548	切除	1	1	1	4
1549	并非	1	1	1	10
1550	螺丝起子	1	1	1	3
1551	春歌	1	1	1	31
1552	莫明其妙	1	1	1	38
1553	插座	1	1	1	12
1554	寒武纪	1	1	1	11
1555	小灶	1	1	1	2
1556	电磁场	1	1	1	4
1557	一斑窥豹	1	1	1	2
1558	减租	1	1	1	10
1559	休斯敦	1	1	1	279
1560	饲养	1	1	1	15
1561	浙江村	1	1	1	183
1562	运筹学	1	1	1	176
1563	峰	2	3	3	21
1564	炊具	1	1	1	20
1565	兄弟	1	2	2	18
1566	外派	1	1	1	14
1567	挺举	1	1	1	5
1568	赵公元帅	1	1	1	3
1569	教条式	1	1	1	129
1570	供销员	1	1	1	81
1571	相像	1	1	1	9
1572	扑救	1	1	1	3
1573	椎骨	1	1	1	2
1574	不声不响	2	2	2	46
1575	卖出	1	1	1	2
1576	体现	1	1	1	2
1577	汽车界	1	1	1	1
1578	台秤	1	1	1	4
1579	言者无罪	1	1	1	12
1580	自古	1	1	1	7
1581	搏斗	1	1	1	18
1582	骨库	1	1	1	37
1583	君主专制	1	1	1	1
1584	莲花	1	1	1	5
1585	侨胞	1	1	1	8
1586	兵变	1	1	1	5
1587	金元	1	1	1	14
1588	不知所终	1	1	1	22
1589	连跑带跳	1	1	1	4
1590	玩玩	1	1	1	24
1591	命令状	1	1	1	4
1592	浑头浑脑	1	1	1	22
1593	知情达理	1	1	1	10
1594	崖略	1	1	1	11
1595	攻读	1	1	1	16
1596	灾区	1	1	1	171
1597	剪切	1	1	1	14
1598	某人	1	1	1	1
1599	地灵人杰	1	1	1	1
1600	症候	1	2	2	15
1601	刻骨铭心	2	2	2	47
1602	无情无义	1	1	1	13
1603	展销会	1	1	1	118
1604	受命	1	1	1	3
1605	荞麦窝	1	1	1	1
1606	消瘦	2	2	2	16
1607	花农	1	1	1	16
1608	孜	1	1	1	154
1609	投入品	1	1	1	52
1610	粗沙	1	1	1	8
1611	喷气式飞机	1	1	1	23
1612	僻巷	1	1	1	2
1613	转战	1	1	1	2
1614	一飞冲天	1	1	1	22
1615	顺和	1	1	1	24
1616	发泄	1	1	1	19
1617	心计	1	1	1	17
1618	忆旧	1	1	1	4
1619	汇演	1	1	1	1
1620	来劲	2	2	2	27
1621	全天	1	1	1	1
1622	小人物	1	1	1	6
1623	丹心	1	1	1	21
1624	高压锅	1	1	1	1
1625	捏	1	1	1	3
1626	通论	1	1	1	10
1627	着装	1	1	1	8
1628	怒色	1	1	1	3
1629	摸索	1	1	2	34
1630	昂立	1	1	1	10
1631	疑案	1	1	1	15
1632	分句	1	1	1	6
1633	政务院	1	1	1	22
1634	拢子	1	1	1	6
1635	偷	2	2	2	48
1636	兵火	1	1	1	17
1637	刚直	1	1	2	52
1638	邛崃市	1	1	1	499
1639	企盼	1	1	1	33
1640	头晕眼花	1	1	1	20
1641	枢纽	1	1	1	17
1642	购物券	1	1	1	10
1643	申辩	1	1	1	23
1644	枯草	1	1	1	64
1645	背带	1	1	1	25
1646	打交道	1	1	1	8
1647	愚昧无知	1	1	1	57
1648	净手	1	1	1	7
1649	石器	1	1	1	145
1650	杂货铺	1	1	1	6
1651	佛爷	1	1	1	6
1652	涤除	1	1	1	16
1653	转帐	1	1	1	3
1654	支撑点	1	1	1	29
1655	曝露	1	1	1	14
1656	马蹄表	1	1	1	22
1657	大袋鼠	1	1	1	10
1658	雌雄同体	1	1	1	1
1659	道	5	10	11	105
1660	嗅觉	1	1	1	13
1661	年利率	1	1	1	2
1662	更戛乡	1	1	1	130
1663	武大	1	1	1	73
1664	小小说	1	1	1	15
1665	掌勺儿	1	1	1	1
1666	长物	1	1	1	9
1667	成为	1	1	1	8
1668	元煤	1	1	1	8
1669	看守政府	1	1	1	2
1670	奴隶制	1	1	1	2
1671	琚	1	1	1	21
1672	不锈钢板	1	1	1	35
1673	义举	1	1	1	5
1674	评论部	1	1	1	53
1675	自然光	1	1	1	28
1676	居无定所	1	1	1	3
1677	外乡	1	1	1	5
1678	真经	1	1	1	7
1679	求之不得	1	1	1	24
1680	火镜	1	1	1	3
1681	计程器	1	1	1	145
1682	娴静	1	1	1	24
1683	为虎作伥	1	1	1	4
1684	现世	2	2	3	28
1685	耐久性	1	1	1	2
1686	分布图	1	1	1	26
1687	酌定	1	1	1	10
1688	科纳克里	1	1	1	71
1689	离心泵	1	1	1	4
1690	遗产税	1	1	1	136
1691	告老	1	1	1	5
1692	生存链	1	1	1	10
1693	高等教育	1	1	1	16
1694	地方戏	1	1	1	53
1695	晒	1	1	1	4
1696	关东糖	1	1	1	15
1697	西开普省	1	1	1	52
1698	贵金属	1	1	1	18
1699	洞井乡	1	1	1	130
1700	石磬	1	1	1	31
1701	时运	1	1	1	1
1702	联营	1	1	1	2
1703	瓷碗	1	1	1	6
1704	座钟	1	1	1	1
1705	小数点	1	1	1	10
1706	捏腔拿调	1	1	1	19
1707	电路图	1	1	1	26
1708	杜甫	1	2	2	8
1709	油漆	2	2	2	7
1710	油彩	1	1	1	0
1711	弹库	1	1	1	37
1712	奇想	2	2	2	23
1713	多元论	1	1	1	55
1714	吠	2	2	2	17
1715	看得出	1	1	1	4
1716	孤儿寡妇	1	1	1	2
1717	危地马拉	1	1	1	299
1718	母丁香	1	1	1	67
1719	狄塞耳机	1	1	1	1
1720	短篇小说	1	1	1	15
1721	串通一气	1	1	1	14
1722	产业界	1	1	1	39
1723	泠	1	1	1	154
1724	苟且偷生	1	1	1	7
1725	尼龙	1	1	1	1
1726	丰富多彩	1	1	1	24
1727	人满为患	1	1	1	22
1728	驱策	1	1	1	14
1729	摊床	1	1	1	6
1730	折算	1	1	1	1
1731	番茄酱	1	1	1	9
1732	店址	1	1	1	11
1733	克当量	1	1	1	141
1734	等闲视之	1	1	1	12
1735	土戏	1	1	1	21
1736	折半	1	1	1	2
1737	汇编语言	1	1	1	1
1738	议程	1	1	1	4
1739	女团	1	1	1	91
1740	农业社	1	1	1	5
1741	名优特	1	1	1	40
1742	售	1	1	1	11
1743	南盟	1	1	1	3
1744	姊妹篇	1	1	1	10
1745	塔钟	1	1	1	22
1746	差点儿	2	2	2	34
1747	由小到大	1	1	1	18
1748	何许人也	1	1	1	7
1749	积冰	1	1	1	9
1750	彩云	1	1	1	3
1751	情人	1	1	1	10
1752	跗	1	1	1	1
1753	架起	1	1	1	1
1754	富翁	1	1	1	23
1755	平米	1	1	1	0
1756	男友	1	1	1	3
1757	科技史	1	1	1	1
1758	保护主义者	1	1	1	14
1759	低频	1	1	1	1
1760	狠心	2	2	2	49
1761	使唤	1	2	2	22
1762	暂且	1	1	1	9
1763	保媒	1	1	1	4
1764	折椅	1	1	1	20
1765	湖面	1	1	1	14
1766	书记处	1	1	1	38
1767	马克思主义者	1	1	1	14
1768	快速化	1	1	1	142
1769	驵	1	1	1	8
1770	试用品	1	1	1	4
1771	武术队	1	1	1	82
1772	大雁	1	1	1	4
1773	重丘区	1	1	1	171
1774	溧阳市	1	1	1	499
1775	执政	1	1	1	12
1776	搬家	1	1	1	5
1777	会计	1	1	1	7
1778	俗名	1	1	1	17
1779	笑	2	2	2	14
1780	颤悠	1	1	1	17
1781	倡议书	1	1	1	0
1782	红花村	1	1	1	183
1783	信托局	1	1	1	3
1784	生猪	1	1	1	2
1785	枭将	1	1	1	7
1786	严霜	1	1	1	1
1787	国史	1	1	1	9
1788	采样	1	1	1	0
1789	过河拆桥	1	1	1	13
1790	热核武器	1	1	1	1
1791	肺腑之言	1	1	1	6
1792	笔头	1	1	1	5
1793	见机而行	1	1	1	0
1794	高热	1	1	1	1
1795	加速运动	1	1	1	2
1796	开春	1	1	2	9
1797	溶菌素	1	1	1	2
1798	稽考	1	1	1	22
1799	波源	1	1	1	36
1800	药棉	1	1	1	1
1801	腹心	2	2	2	27
1802	近岸	1	1	1	14
1803	赤胆忠心	1	1	1	12
1804	放贷人	1	1	1	9
1805	私党	1	1	1	1
1806	罢论	1	1	1	2
1807	装箱	1	1	1	3
1808	流放	1	2	2	10
1809	出土	1	1	1	5
1810	音信全无	1	1	1	6
1811	水泄不通	1	1	1	22
1812	剧中	1	1	1	2
1813	诡异	1	1	1	36
1814	棘	1	1	1	2
1815	鲫鱼	1	1	1	1
1816	白桦树	1	1	1	2
1817	一扫而空	1	1	1	14
1818	攀枝花市	1	1	1	499
1819	热水袋	1	1	1	0
1820	安乐	1	1	1	26
1821	早班	1	1	1	0
1822	换代	1	1	1	4
1823	羽毛球	1	1	1	23
1824	点评	1	1	1	9
1825	社科界	1	1	1	1
1826	月明如镜	1	1	1	6
1827	宠	1	1	1	10
1828	入魔	1	1	1	19
1829	闽剧	1	1	1	1
1830	便利	2	2	2	34
1831	求援	1	1	1	5
1832	安心	1	1	1	11
1833	轻贱	1	1	1	18
1834	狼子野心	1	1	1	4
1835	绿矾	1	1	1	25
1836	振奋人心	1	1	1	13
1837	狐疑不决	1	1	1	27
1838	时间性	1	1	1	12
1839	塔那那利佛	1	1	1	120
1840	绉布	1	1	1	40
1841	严正	1	1	1	11
1842	赔偿	1	1	1	4
1843	放射科	1	1	1	12
1844	世仇	1	1	1	2
1845	钢水	1	1	1	2
1846	抡	1	1	1	9
1847	树木	1	1	1	7
1848	野花	1	1	1	7
1849	为怪	1	1	1	36
1850	丧服	1	1	1	5
1851	乱蓬蓬	1	1	1	10
1852	疑兵	1	1	1	6
1853	黄鸟	1	1	1	1
1854	琼山市	1	1	1	499
1855	幽咽	2	2	2	27
1856	冤魂	1	1	1	2
1857	体育馆	1	1	1	9
1858	京剧	1	1	1	2
1859	整训	1	1	1	8
1860	常任	1	1	1	10
1861	上学	1	1	1	16
1862	准定	1	1	1	20
1863	粉牌	1	1	1	32
1864	星期五	1	1	1	2
1865	朝阳区	1	1	1	142
1866	连珠灯	1	1	1	58
1867	神户市	1	1	1	499
1868	中共中央	1	1	1	2
1869	信心	1	1	1	3
1870	纺织图	1	1	1	35
1871	胁肩谄笑	2	2	2	37
1872	袖子	1	1	1	5
1873	转身	1	1	1	1
1874	表面	2	3	3	12
