	Word	Class0	Class1	Class2	MultiMean
29760	观摩会	1	1	1	118
29761	敝帚千金	1	1	1	29
29762	民族化	1	1	1	4
29763	三野	1	1	1	6
29764	体校	1	1	1	1
29765	四起	1	1	1	10
29766	矿泉水	1	1	1	42
29767	看病票	1	1	1	17
29768	心灵	2	2	2	42
29769	硝酸钠	1	1	1	25
29770	常数	1	1	1	109
29771	桃李满天下	1	1	1	0
29772	共和国宫	1	1	1	9
29773	因素	1	1	1	3
29774	稽留	1	1	1	14
29775	电气化	1	1	1	142
29776	昆仲	1	1	1	10
29777	畚箕	1	1	1	1
29778	调用	1	1	1	35
29779	牙刷	1	1	1	8
29780	亲笔	3	3	3	12
29781	医案	1	1	1	1
29782	礼让	1	1	1	6
29783	紫石英	1	1	1	36
29784	名菜	1	1	1	22
29785	嵊州	1	1	1	116
29786	闹病	1	1	1	21
29787	舒卷	1	1	1	1
29788	漯河市	1	1	1	499
29789	转椅	1	1	1	20
29790	送客	1	1	1	4
29791	秋老虎	1	1	1	0
29792	中欧	1	1	1	22
29793	井冈山市	1	1	1	499
29794	比方	3	3	3	43
29795	解气	1	1	1	3
29796	分治	1	1	1	10
29797	甜味	1	1	1	14
29798	署理	1	1	1	6
29799	贮藏	1	1	1	12
29800	刷拉	1	1	1	2
29801	蜂拥	1	1	1	22
29802	蔺草	1	1	1	64
29803	挡墙	1	1	1	27
29804	主存	1	1	1	5
29805	澳元	1	1	1	63
29806	事业费	1	1	1	136
29807	列席	1	1	1	14
29808	鸣枪	1	1	1	3
29809	鄞县	1	1	1	571
29810	战神	2	2	2	3
29811	编辑室	1	1	1	52
29812	出海口	1	1	1	33
29813	要点	1	2	2	24
29814	全军	1	1	1	4
29815	横批	1	1	1	0
29816	剑齿象	1	1	1	0
29817	板锉	1	1	1	1
29818	畔	1	1	1	16
29819	山道年	1	2	2	62
29820	柝	1	1	1	2
29821	旷古	1	1	1	7
29822	境内外	1	1	1	4
29823	工地	1	1	1	55
29824	负债人	1	1	1	5
29825	太师椅	1	1	1	20
29826	官气	1	1	1	7
29827	自治县	1	1	1	15
29828	三花脸	1	1	1	5
29829	笛膜	1	1	1	4
29830	泗州戏	1	1	1	21
29831	过往	1	2	2	23
29832	拜会	1	1	1	14
29833	实业界	1	1	1	39
29834	人民警察	1	1	1	2
29835	召开	1	1	1	3
29836	阳春	1	1	2	10
29837	野驴	1	1	1	0
29838	鳙	1	1	1	2
29839	扶	2	2	2	48
29840	酩酊大醉	1	1	1	3
29841	心惊胆颤	1	1	1	52
29842	大队	1	1	1	13
29843	拍电报	1	1	1	6
29844	固定	1	1	1	15
29845	去年末	1	1	1	0
29846	愤世嫉俗	1	1	1	11
29847	巨头	1	1	1	4
29848	调转	1	1	1	2
29849	驽马	1	1	1	4
29850	晓示	1	1	1	4
29851	他俩	1	1	1	3
29852	跏趺	1	1	1	2
29853	淘汰	1	1	1	1
29854	生橡胶	1	1	1	23
29855	是非	1	1	1	9
29856	元素	1	1	1	3
29857	互通式	1	1	1	129
29858	锚固	1	1	1	15
29859	从中	1	1	1	2
29860	白琳镇	1	1	1	172
29861	缸瓦	1	1	1	6
29862	有志于	1	1	1	18
29863	化雨春风	1	1	1	15
29864	璧谢	1	1	1	10
29865	寻短见	1	1	1	10
29866	亚裔	1	1	1	1
29867	得天独厚	1	1	1	67
29868	春笋	1	1	1	4
29869	马桩	1	1	1	5
29870	袖口	1	1	1	1
29871	无绳话机	1	1	1	6
29872	二房	1	1	1	9
29873	文革	2	2	2	9
29874	两	2	3	4	70
29875	混淆是非	1	1	1	12
29876	内中	1	1	1	14
29877	红豆杉	1	1	1	12
29878	无动于衷	1	1	1	19
29879	请安	2	2	2	6
29880	恩师	1	1	1	0
29881	其二	1	1	1	7
29882	爱护	1	1	1	15
29883	盛器	1	1	1	2
29884	讪笑	1	1	1	11
29885	钥	1	1	1	2
29886	乳糜	1	1	1	19
29887	无本万利	1	1	1	2
29888	妗子	1	1	1	3
29889	父本	1	1	1	2
29890	椴木	1	1	1	17
29891	怯生生	1	1	1	26
29892	进货	1	1	1	25
29893	耥	1	1	1	8
29894	借口	3	3	3	23
29895	奖品	1	1	1	1
29896	卸车	1	1	1	0
29897	嚣张	1	1	1	40
29898	新加坡	1	1	1	299
29899	诙	1	1	1	16
29900	重播	1	1	1	0
29901	欺上瞒下	1	1	1	7
29902	教室	1	1	1	1
29903	禽肉	1	1	1	17
29904	诅咒	1	1	1	1
29905	心安	1	1	1	11
29906	基加利	1	1	1	71
29907	慈禧	1	1	1	0
29908	书橱	1	1	1	4
29909	浪费	2	2	2	34
29910	排尾	1	1	1	1
29911	鸡尾酒	1	1	1	2
29912	演出	1	1	1	8
29913	第三世界	1	1	1	1
29914	情随事迁	1	1	1	3
29915	亮丽	1	1	1	8
29916	嗟叹	1	1	1	9
29917	深奥	1	1	1	14
29918	老夫子	1	3	3	11
29919	墨尔本	1	1	1	120
29920	铜山县	1	1	1	571
29921	树冠	1	1	1	5
29922	残联	1	1	1	36
29923	传道	1	1	1	4
29924	混合	1	1	1	24
29925	早稻	1	1	1	6
29926	着色剂	1	1	1	27
29927	游乐区	1	1	1	171
29928	第一夫人	1	1	1	0
29929	御侮	1	1	1	1
29930	老梅	1	1	1	67
29931	发财梦	1	1	1	4
29932	消炎片	1	1	1	5
29933	服软	1	1	1	3
29934	净尽	1	1	1	5
29935	腹胀	1	1	1	8
29936	呸	1	1	1	0
29937	萨拉热窝	2	2	2	332
29938	欧盟	1	1	1	8
29939	监守	1	1	1	13
29940	黑白片	1	1	1	7
29941	限制值	1	1	1	8
29942	啧	1	1	1	17
29943	镀锡铁	1	1	1	3
29944	削足适履	1	1	1	8
29945	仰面	1	1	1	0
29946	椽子	1	1	1	5
29947	歇脚	1	1	1	0
29948	惜败	1	1	1	26
29949	死因	1	1	1	8
29950	头马	1	1	1	23
29951	采采	2	3	3	30
29952	喜爱	1	1	1	29
29953	主罪	1	1	1	19
29954	慕名而来	1	1	1	15
29955	弹药库	1	1	1	37
29956	早春	1	1	1	3
29957	温觉	1	1	1	13
29958	经常	1	1	1	14
29959	跃	1	1	1	15
29960	战列舰	1	1	1	2
29961	刺耳	1	2	2	7
29962	病灶	1	1	1	7
29963	去污粉	1	1	1	12
29964	传教士	1	1	1	3
29965	夜游	1	1	1	216
29966	交口称誉	2	2	2	77
29967	巡	3	3	3	38
29968	全知全能	1	1	1	11
29969	分数	1	1	1	1
29970	情丝	1	1	1	9
29971	冒牌	2	2	2	34
29972	民品	1	1	1	68
29973	详	2	2	2	38
29974	催讨	1	1	1	2
29975	默	2	2	2	9
29976	简明扼要	1	1	1	17
29977	拿主意	1	1	1	9
29978	勘探者	1	1	1	2
29979	堵击	1	1	1	0
29980	眼角膜	1	1	1	1
29981	商埠	1	1	1	279
29982	减色	1	1	1	23
29983	慢跑	1	1	1	2
29984	主创	1	1	1	0
29985	石榴	1	1	1	1
29986	坑井	1	1	1	14
29987	欲望	1	1	1	3
29988	东宫	2	2	2	19
29989	本组	1	1	1	1
29990	史志	1	1	1	7
29991	或然率	1	1	1	3
29992	伊拉克共和国	1	1	1	299
29993	存瑞乡	1	1	1	130
29994	隐蔽	1	1	1	27
29995	小坐	1	1	1	0
29996	蝴蝶结	1	1	1	1
29997	郜	1	1	1	154
29998	厌	1	1	1	21
29999	安步当车	1	1	1	0
30000	交融	1	2	2	5
30001	毛泽东	1	1	1	16
30002	八运会	1	1	1	6
30003	辞让	1	1	1	6
30004	常务委员	1	1	1	3
30005	海派	1	1	1	2
30006	冷餐	1	1	1	12
30007	姚	1	1	1	154
30008	痘苗	1	1	1	1
30009	制表符	1	1	1	16
30010	声如银铃	1	1	1	13
30011	税务员	1	1	1	3
30012	人民性	1	1	1	5
30013	干燥	1	2	2	18
30014	小组赛	1	1	1	54
30015	固守	1	1	1	6
30016	藤筐	1	1	1	1
30017	枫	1	1	1	2
30018	缺德	1	1	1	6
30019	冒充	1	1	1	25
30020	被上诉人	1	1	1	2
30021	装配线	1	1	1	5
30022	翻跟头	1	1	1	1
30023	喧	1	1	1	6
30024	楼房	1	1	1	9
30025	僻远	1	1	1	6
30026	复核	1	1	1	19
30027	互救	1	1	1	9
30028	阳沟	1	1	1	1
30029	诊断仪	1	1	1	30
30030	无功受禄	1	1	1	6
30031	出嫁	1	1	1	8
30032	进益	1	1	1	14
30033	蒜泥	1	1	1	19
30034	垃圾坑	1	1	1	15
30035	园艺学	1	1	1	176
30036	有感于	1	1	1	2
30037	下达	1	1	1	0
30038	各路	1	1	1	141
30039	付诸东流	1	1	1	48
30040	图说	1	1	1	1
30041	阍者	1	1	1	8
30042	火印	1	1	1	2
30043	沽源县	1	1	1	571
30044	鱼鹰	1	1	1	3
30045	鳏居	1	1	1	0
30046	跳行	2	2	2	3
30047	插	1	1	1	8
30048	风磨	1	1	1	4
30049	浮动	2	3	3	71
30050	长谈	1	1	1	6
30051	伏击圈	1	1	1	0
30052	外耳	1	1	1	2
30053	迄今	1	1	1	7
30054	佳境	2	2	3	11
30055	村官	1	1	1	5
30056	人去楼空	1	1	1	9
30057	卷帙浩繁	1	1	1	23
30058	改频	1	1	1	37
30059	功业	1	1	1	3
30060	欢声笑语	1	1	1	1
30061	做媒	1	1	1	4
30062	面红耳赤	1	1	1	6
30063	正切	1	1	1	109
30064	忌口	1	1	1	6
30065	快当	1	1	1	34
30066	庇荫	1	1	1	9
30067	选编	1	1	1	5
30068	巡航	1	1	1	2
30069	失道寡助	1	1	1	1
30070	髯	1	1	1	3
30071	走神	1	1	1	1
30072	化装	2	2	2	12
30073	故步自封	1	1	1	26
30074	南隔堤	1	1	1	31
30075	母畜	1	1	1	7
30076	感情用事	1	1	1	1
30077	寒流	1	1	1	6
30078	隐显墨水	1	1	1	3
30079	篮	1	1	1	3
30080	周围	1	1	1	11
30081	英雄无用武之地	1	1	1	1
30082	次生林	1	1	1	5
30083	秋分点	1	1	1	29
30084	北医大	1	1	1	73
30085	有年	1	1	1	14
30086	国民经济	1	1	1	0
30087	座上客	1	1	1	5
30088	条分缕析	2	2	2	32
30089	长影	1	1	1	1
30090	刚烈	1	1	1	33
30091	狮城	1	1	1	279
30092	多事	1	1	1	28
30093	公明镇	1	1	1	172
30094	筢子	1	1	1	1
30095	手到病除	1	1	1	3
30096	跛	1	1	1	4
30097	瞬即	1	1	1	41
30098	永垂不朽	1	1	1	13
30099	全国性	1	1	1	12
30100	泻肚	1	1	1	8
30101	大犬座	1	1	1	8
30102	娇生惯养	1	1	1	9
30103	捐款箱	1	1	1	39
30104	苍龙	1	1	1	3
30105	哀婉	1	1	1	19
30106	残废	1	1	1	7
30107	热爱	1	1	1	15
30108	临死	1	1	1	9
30109	捐给	1	1	1	1
30110	必定	1	1	1	20
30111	以至	1	1	1	4
30112	饱嗝儿	1	1	1	5
30113	颤	1	1	1	15
30114	理路	1	1	1	13
30115	放映	1	1	1	4
30116	眼圈	1	1	1	3
30117	章则	1	1	1	9
30118	儋	1	1	1	5
30119	晚清	1	1	1	61
30120	解救	1	1	1	20
30121	蜂	1	1	1	1
30122	太阳镜	1	1	1	3
30123	心扉	1	1	1	36
30124	激越	1	1	1	23
30125	剖析	1	1	1	8
30126	坚守	1	1	1	6
30127	山耳东村	1	1	1	183
30128	塞音	1	1	1	44
30129	尾部	1	1	1	2
30130	风水宝地	1	1	1	55
30131	硼酸	1	1	1	21
30132	打劫	1	1	1	23
30133	中下游	1	1	1	26
30134	吕宋烟	1	1	1	2
30135	鲁莽	1	1	1	25
30136	发言稿	1	1	1	23
30137	青丝	1	2	2	6
30138	工体	1	1	1	0
30139	实弹	1	1	1	0
30140	永葆	1	1	1	5
30141	海协会	1	1	1	76
30142	才华横溢	1	1	1	20
30143	广告词	1	1	2	19
30144	钢筋	1	1	1	2
30145	什么样	2	2	2	22
30146	现成饭	1	1	1	3
30147	筹备组	1	1	1	44
30148	弊	1	1	1	6
30149	合不拢嘴	1	1	1	13
30150	骇怪	1	1	1	24
30151	空白行	1	1	1	0
30152	高压电	1	1	1	13
30153	讲理	2	2	2	28
30154	淮海戏	1	1	1	0
30155	波尔卡	1	1	1	4
30156	篾片	1	1	1	5
30157	悲喜剧	1	1	1	53
30158	信风	1	1	1	1
30159	侑	1	1	1	17
30160	大肠	1	1	1	0
30161	贯穿辐射	1	1	1	3
30162	失计	1	1	1	1
30163	用刑	1	1	1	4
30164	下集	1	1	1	0
30165	习以为常	2	2	2	30
30166	重塑	1	1	1	2
30167	叫好	1	1	1	38
30168	顺着	1	1	1	6
30169	海盗	1	1	1	2
30170	不能	1	1	1	8
30171	台面	1	1	1	2
30172	逻辑学	1	1	1	1
30173	恍恍忽忽	1	1	1	38
30174	银圆	1	1	1	14
30175	协商	1	1	1	24
30176	泡	5	5	5	32
30177	电子琴	1	1	1	5
30178	有效率	1	1	1	187
30179	善变	1	1	1	10
30180	候诊	1	1	1	5
30181	商业	1	1	1	8
30182	通婚	1	1	1	7
30183	长安街	1	1	1	3
30184	台长	1	1	1	41
30185	自然保护区	1	1	1	171
30186	矿产品	1	1	1	16
30187	讲情面	1	1	1	0
30188	驳杂	1	1	1	43
30189	露地	1	1	1	55
30190	细枝末节	1	1	1	13
30191	遗弃	1	1	1	27
30192	大职校	1	1	1	2
30193	指摘	1	1	1	36
30194	田赋	1	1	1	2
30195	病魔	1	1	1	11
30196	腰	1	2	2	10
30197	武松	1	1	1	3
30198	专心	1	1	1	18
30199	象话	1	1	1	18
30200	殖民者	1	1	1	1
30201	杜梨	1	1	1	1
30202	学分	1	1	1	0
30203	洪福齐天	2	2	2	27
30204	睨	1	1	1	2
30205	阅览室	1	1	1	52
30206	氮	1	1	1	1
30207	三元	1	1	1	4
30208	小组	1	1	1	1
30209	相思	1	1	1	21
30210	枪击	1	1	1	3
30211	斯里兰卡民主社会主义共和国	1	1	1	299
30212	无所作为	1	1	2	26
30213	墙面	1	1	1	5
30214	旱伞	1	1	1	2
30215	严实	1	1	1	12
30216	教辅	1	1	1	1
30217	庄稼活儿	1	1	1	4
30218	含意	1	1	1	4
30219	神曲	1	1	1	19
30220	图钉	1	1	1	1
30221	懊悔	1	1	1	11
30222	活门	1	1	1	4
30223	巩固率	1	1	1	187
30224	堵车	1	1	1	0
30225	体悟	1	1	1	4
30226	收秋	1	1	1	7
30227	下半旗	1	1	1	1
30228	倒贴	1	1	1	0
30229	新人新事	1	1	1	1
30230	外功	1	1	1	7
30231	捍	1	1	1	7
30232	花轿	1	1	1	1
30233	取给	1	1	1	6
30234	新近	1	1	1	14
30235	死亡线	2	2	2	50
30236	这么点儿	1	1	1	38
30237	小钱	1	1	1	11
30238	农奴制	1	1	1	54
30239	媒质	1	1	1	1
30240	主次	1	1	1	9
30241	舞员	1	1	1	6
30242	融汇贯通	1	1	1	28
30243	棒槌	1	1	1	9
30244	绥	1	1	1	26
30245	校服	1	1	1	24
30246	以民为本	1	1	1	7
30247	大前年	1	1	1	10
30248	分管	1	1	1	8
30249	清丽	1	1	1	17
30250	燕窝	1	1	1	3
30251	海堤坝	1	1	1	22
30252	比价	1	1	1	104
30253	瞧瞧	1	1	1	12
30254	以内	1	2	2	19
30255	怀有	1	1	1	31
30256	吹拂	1	1	1	11
30257	祥云	1	1	1	1
30258	反躬自省	1	1	1	12
30259	规律性	1	1	1	102
30260	相会	1	1	1	10
30261	工团主义	1	1	1	0
30262	惊喜交集	1	1	1	7
30263	不拘	1	1	1	14
30264	幽禁	1	1	1	12
30265	装备	2	2	2	9
30266	西装	1	1	1	3
30267	旧观	1	1	1	5
30268	消费资料	1	1	1	2
30269	马童	1	1	1	6
30270	日光	1	1	1	6
30271	聚集地	1	1	1	13
30272	桔味	1	1	1	12
30273	声势浩大	1	1	1	33
30274	饭团	1	1	1	2
30275	鸣禽	1	1	1	11
30276	风卷残云	1	1	1	31
30277	美发店	1	1	1	8
30278	贵胄	1	1	1	0
30279	流民	1	2	2	16
30280	指针	2	2	2	3
30281	素朴	1	1	1	10
30282	韭菜	1	1	1	3
30283	一等	1	1	1	10
30284	战斗机	1	1	1	2
30285	小吃摊	1	1	1	8
30286	指挥员	1	1	1	1
30287	行头	1	1	1	12
30288	风景	1	1	1	16
30289	弱质	1	1	1	37
30290	哈萨克斯坦共和国	1	1	1	299
30291	爱国主义者	1	1	1	2
30292	水窖	1	1	1	1
30293	开火	1	1	1	6
30294	映射	1	1	1	11
30295	冲昏头脑	1	1	1	72
30296	液化气船	1	1	1	46
30297	钢瓶	1	1	1	13
30298	市政区	1	1	1	171
30299	票贩子	1	1	1	5
30300	中奖	1	1	1	0
30301	膏腴	2	2	2	10
30302	安阳市	1	1	1	499
30303	中师	1	1	1	1
30304	穴	2	3	3	15
30305	褥垫	1	1	1	14
30306	士女	1	1	1	5
30307	凤城	1	1	1	12
30308	得道多助	1	1	1	22
30309	热科院	1	1	1	1
30310	走	3	5	5	52
30311	敲定	1	1	1	6
30312	放刁	1	1	1	13
30313	石炭	1	1	1	14
30314	工人党	1	1	1	71
30315	船夫	1	1	1	9
30316	微言大义	1	1	2	34
30317	拉锯战	1	1	1	33
30318	来客	1	1	1	5
30319	水绿	1	1	1	9
30320	上压力	1	1	1	4
30321	夙诺	1	1	1	0
30322	高阳县	1	1	1	571
30323	婆姨	1	2	2	26
30324	白日做梦	1	1	1	10
30325	梳头	1	1	1	4
30326	蒲包	1	1	1	11
30327	润笔	1	1	1	1
30328	归心似箭	1	1	1	12
30329	社会意识	1	1	1	0
30330	挨个	1	1	1	19
30331	大哥大	1	1	1	6
30332	布宜诺斯艾利斯	1	1	1	53
30333	乘警	1	1	1	23
30334	保暖棚	1	1	1	16
30335	拒礼	1	1	1	4
30336	原点	1	1	1	29
30337	愿	2	2	2	22
30338	白衣	1	1	1	44
30339	小姑	1	1	1	1
30340	聊以解嘲	1	1	1	4
30341	蹙眉	1	1	1	5
30342	浮生	1	1	1	15
30343	精囊	1	1	1	0
30344	救灾款	1	1	1	56
30345	胃部	1	1	1	2
30346	弥天大谎	1	1	1	6
30347	酸中毒	1	1	1	1
30348	耿耿于怀	1	1	1	23
30349	无家可归	1	1	1	12
30350	咝儿	1	1	1	5
30351	加价	1	1	1	2
30352	新机	1	1	1	3
30353	贵国	1	1	1	30
30354	平江	1	1	1	24
30355	肯定	3	4	4	90
30356	逯	2	2	2	167
30357	返航	1	1	1	9
30358	中士	1	1	1	2
30359	偏狭	1	1	1	19
30360	枕套	1	1	1	2
30361	吹	3	4	4	27
30362	联防	1	1	1	9
30363	分赴	1	1	1	0
30364	祸及	1	1	1	1
30365	马鞍	1	1	1	1
30366	眼泡	1	1	1	4
30367	时事	1	1	1	2
30368	掌握	2	2	3	53
30369	腆	1	1	1	1
30370	编订	1	1	1	0
30371	铅条	1	1	1	34
30372	匣	1	1	1	6
30373	水轮机	1	1	1	3
30374	通讯卫星	1	1	1	10
30375	佛国	1	1	1	3
30376	县份	1	1	1	7
30377	坚信	1	1	1	6
30378	农电工	1	1	1	17
30379	花菜	1	1	1	2
30380	苇	1	1	1	5
30381	轻视	1	1	1	25
30382	劈刀	1	1	1	27
30383	激昂	1	1	1	19
30384	庶几	1	1	1	2
30385	天王星	1	1	1	29
30386	种蛋	1	1	1	3
30387	道岔	1	1	1	13
30388	猪仔	1	1	1	4
30389	病虫	1	1	1	6
30390	壶嘴	1	1	1	3
30391	身怀六甲	1	1	1	7
30392	暗绿	1	1	1	4
30393	顾问团	1	1	1	91
30394	龙山县	1	1	1	571
30395	乳	2	3	3	25
30396	销售一空	1	1	1	3
30397	恋爱	2	2	2	8
30398	增进	1	1	1	8
30399	媒	1	1	1	8
30400	凡	4	4	4	47
30401	鱼鳔	1	1	1	2
30402	属垣有耳	1	1	1	3
30403	晚霞	1	1	1	2
30404	院门	1	1	1	46
30405	参加	1	1	2	21
30406	就是	2	3	3	32
30407	核反应堆	1	1	1	5
30408	耍	2	3	4	45
30409	百鸟园	1	1	1	22
30410	臭气	1	1	1	8
30411	容身	1	1	1	10
30412	巫山	1	1	1	206
30413	台地	1	1	1	2
30414	戗	1	1	1	8
30415	曲江	1	1	1	24
30416	四面八方	1	1	1	23
30417	低头	2	2	2	16
30418	江泽民	1	1	1	16
30419	僻壤	1	1	1	4
30420	出色	1	1	1	67
30421	革命性	1	1	1	3
30422	回落	1	1	1	46
30423	抒情诗	1	1	1	22
30424	其次	2	2	2	17
30425	便盆	1	1	1	9
30426	焊钳	1	1	1	2
30427	毛利率	1	1	1	187
30428	廉洁勤政	1	1	1	35
30429	绿宝	1	1	1	0
30430	养鸭户	1	1	1	6
30431	旋子	1	1	1	3
30432	晨夕	1	1	1	7
30433	赞颂	1	1	1	38
30434	另辟蹊径	1	1	1	0
30435	内当家	1	1	1	3
30436	荸荠	1	1	1	2
30437	涿县	1	1	1	571
30438	舌尖	1	1	1	2
30439	乡镇长	1	1	1	15
30440	贴面	1	1	1	8
30441	推崇	1	1	1	29
30442	癌变	1	1	1	3
30443	狼毒	1	1	1	10
30444	强调	2	2	2	29
30445	董事会	1	1	1	15
30446	孕	1	1	1	7
30447	卡那霉素	1	1	1	30
30448	购地	1	1	1	8
30449	初速	1	1	1	10
30450	照管	1	1	1	10
30451	新诗	1	1	1	1
30452	夫妻	1	1	1	7
30453	绿宝石	1	1	1	9
30454	沙田	1	1	1	42
30455	正午	1	1	1	5
30456	事项	1	1	1	1
30457	下车伊始	2	2	2	35
30458	株式会社	1	1	1	3
30459	美誉	1	1	1	1
30460	寒菊	1	1	1	7
30461	我社	1	2	2	2
30462	掠影	1	1	1	3
30463	星星点点	1	1	1	38
30464	液相色谱仪	1	1	1	30
30465	浮名	1	1	1	1
30466	发黑	1	1	1	28
30467	动力	1	1	1	8
30468	宁夏	1	1	1	30
30469	审稿	1	1	1	1
30470	年产值	1	1	1	35
30471	选矿厂	1	1	1	115
30472	麻纱	1	1	1	40
30473	辅币	1	1	1	2
30474	布达拉宫	1	1	1	12
30475	结核菌素	1	1	1	1
30476	达卡	1	1	1	120
30477	劳金	1	1	1	3
30478	一星半点	1	1	1	38
30479	书包	1	1	1	11
30480	骄奢淫逸	1	1	1	29
30481	交椅	1	1	1	2
30482	占先	1	1	1	8
30483	心上	1	1	1	0
30484	谜底	1	2	2	8
30485	赣	1	1	1	15
30486	母子	1	1	1	2
30487	菜青	1	1	1	6
30488	遗志	1	1	1	2
30489	方位	1	1	1	4
30490	仰八叉	1	1	1	0
30491	粒选	1	1	1	3
30492	练出	1	1	1	1
30493	外交史	1	1	1	1
30494	玷污	1	1	1	6
30495	致残	1	1	1	0
30496	湘妃竹	1	1	1	2
30497	灰蒙蒙	1	1	1	23
30498	千钧一发	1	1	2	67
30499	华工	1	1	1	27
30500	运输线	1	1	1	35
30501	货款	1	1	1	56
30502	闻风丧胆	1	1	1	52
30503	坚挺	1	1	1	13
30504	旷远	1	1	1	55
30505	暴徒	1	1	1	4
30506	共同富裕论	1	1	1	55
30507	汇出	1	1	1	0
30508	组分	1	1	1	0
30509	蜂鸟	1	1	1	42
30510	大增	1	1	1	18
30511	故事片	1	1	1	35
30512	意识流	1	1	1	7
30513	粪篓	1	1	1	5
30514	顺手	2	2	2	49
30515	潜流	1	1	1	29
30516	超水平	1	1	1	1
30517	祸首	1	1	1	11
30518	受刑	1	1	1	7
30519	现金账	1	1	1	18
30520	时气	1	1	1	1
30521	宽宽敞敞	1	1	1	21
30522	送审稿	1	1	1	23
30523	兜兜	1	1	1	1
30524	合谋	1	1	1	6
30525	内耗	1	1	1	0
30526	雪地鞋	1	1	1	12
30527	累西腓市	1	1	1	499
30528	减压	1	1	1	10
30529	悒悒	1	1	1	16
30530	办公费	1	1	1	136
30531	强健	1	1	1	33
30532	派遣	1	1	1	14
30533	对比	2	2	2	11
30534	冷空气	1	1	1	6
30535	抄收	1	1	1	8
30536	熔铸	1	1	1	10
30537	滑雪	1	1	1	9
30538	依靠	1	1	1	36
30539	卢森堡人	1	1	1	62
30540	剧院	1	1	1	13
30541	五倍子	1	1	1	0
30542	旅进旅退	1	1	1	8
30543	吉日	1	1	1	2
30544	万劫不渝	1	1	1	28
30545	马达加斯加共和国	1	1	1	299
30546	土堤仓	1	1	1	1
30547	剩磁	1	1	1	179
30548	热心	1	1	1	14
30549	驿站	1	1	1	38
30550	三青团	1	1	1	91
30551	唯心	1	1	1	2
30552	爱侣	1	1	1	10
30553	忠贞不屈	1	1	1	33
30554	小嗓	1	1	1	4
30555	盖房	1	1	1	11
30556	扬言	1	1	1	5
30557	野病毒	1	1	1	3
30558	合二而一	1	1	1	18
30559	嘉勉	1	1	1	14
30560	宋	1	1	1	154
30561	脑瘤	1	1	1	216
30562	稿	2	2	2	14
30563	大曲	1	1	1	0
30564	鬼魂	1	1	1	9
30565	残留量	1	1	1	141
30566	飘尘	1	1	1	13
30567	部委局	1	1	1	3
30568	扮演	1	1	1	9
30569	奶茶	1	1	1	18
30570	更夫	1	1	1	0
30571	珍馐	1	1	1	5
30572	灯箱	1	1	1	39
30573	外籍	1	1	1	8
30574	大海捞针	1	1	1	48
30575	分列	1	1	1	0
30576	国旅	1	1	1	16
30577	巷道	1	1	1	4
30578	生活报	1	1	1	55
30579	先声	1	1	1	21
30580	终了	2	2	2	64
30581	圆滚滚	1	1	1	13
30582	歼灭战	1	1	1	33
30583	炒卖	1	1	1	2
30584	公因式	1	1	1	41
30585	潜滋暗长	1	1	1	0
30586	停手	1	1	1	19
30587	皮筏	1	1	1	1
30588	丑时	1	1	1	11
30589	号角	1	1	1	1
30590	冤枉	3	3	3	30
30591	百发百中	1	1	1	8
30592	合一	1	1	1	18
30593	离休	1	1	1	5
30594	前臂	1	1	1	4
30595	服毒	1	1	1	0
30596	衡山县	1	1	1	571
30597	濡	2	2	2	9
30598	河池	1	1	1	11
30599	兔肉	1	1	1	17
30600	房租	1	1	1	0
30601	水巷	1	1	1	2
30602	头号	1	1	1	10
30603	人面兽心	1	1	1	3
30604	沏	1	1	1	3
30605	伤风	1	1	1	5
30606	光乎乎	1	1	1	15
30607	生角	1	1	1	1
30608	早霜	1	1	1	1
30609	少许	1	1	1	38
30610	凄楚	1	1	1	3
30611	台上	1	1	1	10
30612	哀牢山系	1	1	1	26
30613	抛洒	1	1	1	4
30614	优免证	1	1	1	41
30615	妻儿老小	1	1	1	15
30616	脱色	1	1	1	5
30617	环游	1	1	1	16
30618	领款	1	1	1	1
30619	救亡运动	1	1	1	2
30620	决议案	1	1	1	5
30621	狗鱼	1	1	1	43
30622	不经之谈	1	1	1	4
30623	业大	1	1	1	73
30624	烟袋锅	1	1	1	3
30625	新春伊始	1	1	1	1
30626	顶芽	1	1	1	7
30627	外水	1	1	1	1
30628	帮倒忙	2	2	2	13
30629	卫士	1	1	1	6
30630	郎中	1	1	1	7
30631	看样子	1	1	1	34
30632	授命	2	2	2	37
30633	委顿	1	1	1	32
30634	错综	1	1	1	24
30635	公平化	1	1	1	142
30636	胡杨木	1	1	1	17
30637	无线电台	1	1	1	2
30638	首度	1	2	2	29
30639	咸乎乎	1	1	1	5
30640	凄怆	2	2	2	46
30641	因陋就简	1	1	1	5
30642	幼驹	1	1	1	16
30643	死对头	1	1	1	3
30644	开合桥	1	1	1	1
30645	竹节石	1	1	1	30
30646	读取	1	1	1	14
30647	书面	1	1	1	3
30648	河豚	1	1	1	0
30649	众说纷纭	1	1	1	1
30650	女声	1	1	1	8
30651	暖色	1	1	1	9
30652	球星	1	1	1	15
30653	坚韧	1	1	1	5
30654	中山市	1	1	1	499
30655	有力	1	1	1	28
30656	水利	1	1	1	3
30657	跳房子	1	1	1	0
30658	皮蛋	1	1	1	3
30659	生长素	1	1	1	30
30660	灼伤	2	2	2	21
30661	高速路	1	1	1	7
30662	空儿	1	1	1	4
30663	溶岩	1	1	1	13
30664	偷走	1	1	1	17
