index	Char	Pinyin	Bujian
4086	坭	ní	4
4087	坶	mǔ	3
4088	坳	ào	4
4089	垤	dié	3
4090	垌	dòng	5
4091	垲	kǎi	4
4092	埏	shān	4
4093	垧	shǎng	4
4094	垴	nǎo	5
4095	垓	gāi	3
4096	垠	yín	3
4097	埕	chéng	4
4098	埘	shí	4
4099	埚	guō	4
4100	埙	xūn	4
4101	埒	liè	4
4102	垸	yuàn	5
4103	埯	ǎn	4
4104	埸	yì	4
4105	埤	pí	3
4106	埝	niàn	4
4107	堋	péng	4
4108	堍	tù	3
4109	埽	sào	5
4110	埭	dài	3
4111	堀	kū	5
4112	堞	dié	4
4113	堙	yīn	4
4114	塄	léng	4
4115	堠	hòu	5
4116	塥	gé	3
4117	塬	yuán	5
4118	墁	màn	5
4119	墉	yōng	4
4120	墚	liáng	5
4121	墀	chí	5
4122	馨	xīn	5
4123	鼙	pí	3
4124	懿	yì	7
4125	艽	jiāo	3
4126	艿	nǎi	3
4127	芏	dù	3
4128	芊	qiān	3
4129	芨	jī	3
4130	芄	wán	3
4131	芎	xiōng	3
4132	芑	qǐ	3
4133	芗	xiāng	3
4134	芙	fú	3
4135	芫	yán	4
4136	芸	yún	4
4137	芾	fèi	3
4138	芰	jì	3
4139	苈	lì	4
4140	苊	è	4
4141	苣	jù	3
4142	芘	pí	3
4143	芷	zhǐ	3
4144	芮	ruì	3
4145	苋	xiàn	3
4146	苌	cháng	3
4147	苁	cōng	4
4148	芩	qín	3
4149	芴	wù	3
4150	芡	qiàn	3
4151	芪	qí	3
4152	芟	shān	3
4153	苄	biàn	3
4154	芤	kōu	3
4155	苡	yǐ	3
4156	茉	mò	3
4157	苷	gān	3
4158	苤	piě	4
4159	茇	bá	3
4160	苜	mù	3
4161	苴	jū	3
4162	苒	rǎn	3
4163	苘	qǐng	4
4164	茌	chí	4
4165	苻	fú	4
4166	苓	líng	3
4167	茑	niǎo	3
4168	茚	yìn	4
4169	茆	máo	4
4170	茔	yíng	3
4171	茕	qióng	3
4172	苠	mín	3
4173	苕	sháo	4
4174	茜	qiàn	3
4175	荑	tí	3
4176	荛	ráo	4
4177	荜	bì	4
4178	莒	jǔ	4
4179	茼	tóng	5
4180	茴	huí	5
4181	茱	zhū	3
4182	莛	tíng	4
4183	荞	qiáo	4
4184	茯	fú	4
4185	荏	rěn	4
4186	荇	xìng	5
4187	荃	quán	4
4188	荟	hùi	5
4189	荀	xún	4
4190	茗	míng	4
4191	荠	jì	3
4192	茭	jiāo	4
4193	茺	chōng	4
4194	茳	jiāng	4
4195	荦	luò	3
4196	荥	xíng	3
4197	荨	qián	4
4198	茛	gèn	3
4199	荩	jìn	4
4200	荬	mǎi	3
4201	荪	sūn	4
4202	荭	hóng	4
4203	荮	zhòu	4
4204	莰	kǎn	4
4205	荸	bí	5
4206	莳	shí	4
4207	莴	wō	4
4208	莠	yǒu	4
4209	莪	é	3
4210	莓	méi	4
4211	莜	yóu	4
4212	莅	lì	4
4213	荼	tú	4
4214	莶	xiān	4
4215	莩	fú	4
4216	荽	suī	4
4217	莸	yóu	4
4218	荻	dí	4
4219	莘	shēn	3
4220	莞	guān	5
4221	莨	làng	3
4222	莺	yīng	3
4223	莼	chún	4
4224	菁	jīng	3
4225	萁	qí	4
4226	菥	xī	4
4227	菘	sōng	5
4228	堇	jǐn	1
4229	萘	nài	4
4230	萋	qī	3
4231	菝	bá	4
4232	菽	shū	5
4233	菖	chāng	4
4234	萜	tiē	5
4235	萸	yú	3
4236	萑	huán	3
4237	萆	bì	3
4238	菔	fú	4
4239	菟	tù	3
4240	萏	dàn	4
4241	萃	cuì	6
4242	菸	yān	5
4243	菹	zū	4
4244	菪	dàng	4
4245	菅	jiān	4
4246	菀	wǎn	5
4247	萦	yíng	3
4248	菰	gū	4
4249	菡	hàn	4
4250	葜	qiā	5
4251	葑	fēng	5
4252	葚	rèn	3
4253	葙	xiāng	4
4254	葳	wēi	4
4255	蒈	kǎi	4
4256	葺	qì	4
4257	蒉	kuì	4
4258	葸	xǐ	4
4259	萼	è	6
4260	葆	bǎo	5
4261	葩	pā	4
4262	葶	tíng	6
4263	蒌	lóu	4
4264	蒎	pài	5
4265	萱	xuān	6
4266	葭	jiā	5
4267	蓁	zhēn	4
4268	蓐	rù	4
4269	蓦	mò	5
4270	蒽	ēn	6
4271	蓓	bèi	5
4272	蓊	wěng	5
4273	蒿	hāo	3
4274	蒺	jí	4
4275	蓠	lí	6
4276	蒡	bàng	3
4277	蒹	jiān	3
4278	蒴	shuò	5
4279	蒗	làng	4
4280	蓥	yíng	3
4281	蓣	yù	4
4282	蔌	sù	4
4283	甍	méng	5
4284	蔸	dōu	6
4285	蓰	xǐ	5
4286	蔹	liǎn	5
4287	蔟	cù	5
4288	蔺	lìn	4
4289	蕖	qú	5
4290	蔻	kòu	6
4291	蓿	xu	5
4292	蓼	liǎo	5
4293	蕙	hùi	4
4294	蕈	tán	5
4295	蕨	jué	6
4296	蕤	ruí	4
4297	蕞	zuì	5
4298	蕺	jí	5
4299	瞢	méng	5
4300	蕃	fān	4
4301	蕲	qí	5
4302	蕻	hóng	5
4303	薤	xiè	4
4304	薨	hōng	7
4305	薇	wēi	7
4306	薏	yì	4
4307	蕹	wèng	5
4308	薮	sǒu	5
4309	薜	bì	5
4310	薅	hāo	5
4311	薹	tái	6
4312	薷	rú	4
4313	薰	xūn	4
4314	藓	xiǎn	4
4315	藁	gǎo	4
4316	藜	lí	6
4317	藿	huò	4
4318	蘧	qú	6
4319	蘅	héng	8
4320	蘩	fán	6
4321	蘖	niè	5
4322	蘼	mí	4
4323	弈	yì	3
4324	夼	kuǎng	3
4325	奁	lián	4
4326	耷	dā	3
4327	奕	yì	3
4328	奚	xī	4
4329	奘	zàng	4
4330	匏	páo	6
4331	尥	liào	3
4332	尬	gà	4
4333	尴	gān	5
4334	扪	mén	3
4335	抟	tuán	3
4336	抻	chēn	3
4337	拊	fǔ	4
4338	拚	pàn	4
4339	拗	ǎo	4
4340	拮	jíe	4
4341	挢	jiǎo	4
4342	拶	zā	4
4343	挹	yì	4
4344	捋	luō	4
4345	捃	jùn	4
4346	掭	tiàn	4
4347	揶	yé	4
4348	捱	ái	5
4349	捺	nà	4
4350	掎	jǐ	5
4351	掴	gun7	5
4352	捭	bǎi	3
4353	掬	jū	4
4354	掊	póu	4
4355	捩	liè	4
4356	掮	qián	4
4357	掼	guàn	4
4358	揲	dié	4
4359	揸	zhā	5
4360	揠	yà	5
4361	揿	qìn	4
4362	揄	yú	5
4363	揞	ǎn	3
4364	揎	xuān	6
4365	摒	bìng	4
4366	揆	kuí	4
4367	掾	yuàn	3
4368	摅	shū	4
4369	摁	èn	6
4370	搋	chuāi	4
4371	搛	jiān	3
4372	搠	shuò	5
4373	搌	zhǎn	5
4374	搦	nuò	6
4375	搡	sǎng	6
4376	摞	luò	4
4377	撄	yīng	5
4378	摭	zhí	5
4379	撖	hàn	4
4380	摺	zhé	4
4381	撷	xié	5
4382	撸	lū	4
4383	撙	zǔn	5
4384	撺	cuān	4
4385	擀	gǎn	5
4386	擐	huàn	6
4387	擗	pǐ	5
4388	擤	xǐng	3
4389	擢	zhuó	4
4390	攉	huō	4
4391	攥	zuàn	6
4392	攮	nǎng	7
4393	弋	yì	1
4394	忒	tè	3
4395	甙	dài	3
4396	弑	shì	5
4397	卟	bǔ	3
4398	叱	chì	3
4399	叽	jī	3
4400	叩	kòu	3
4401	叨	dāo	3
4402	叻	lè	3
4403	吒	zhā	3
4404	吖		3
4405	吆	yāo	3
4406	呋	fū	3
4407	呒		3
4408	呓	yì	4
4409	呔	dāi	3
4410	呖	lì	4
4411	呃	è	4
4412	吡	bǐ	3
4413	呗	bài	3
4414	呙	guō	3
4415	吣	qìn	3
4416	吲	yǐn	3
4417	咂	zā	4
4418	咔	kā	4
4419	呷	gā	3
4420	呱	gū	3
4421	呤	lìng	3
4422	咚	dōng	4
4423	咛	níng	4
4424	咄	duō	4
4425	呶	náo	4
4426	呦	yōu	4
4427	咝	sī	5
4428	哐	kuāng	4
4429	咭	jī	4
4430	哂	shěn	3
4431	咴	huī	4
4432	哒	dā	4
4433	咧	liē	4
4434	咦	yí	3
4435	哓	xiāo	4
4436	哔	bì	4
4437	咣	guāng	3
4438	咻	xiū	4
4439	咿	yī	4
4440	哌	pài	4
4441	哙	kuài	5
4442	哚	duǒ	4
4443	哜	jì	3
4444	咩	miē	3
4445	咪	mī	3
4446	咤	zhà	4
4447	哝	nóng	3
4448	哏	gén	3
4449	哞	mōu	4
4450	唛	mài	3
4451	哧	chī	3
4452	唠	láo	4
4453	哽	gěng	3
4454	唔	wú	4
4455	哳	zhā	4
4456	唢	suǒ	4
4457	唣	zào	4
4458	唏	xī	5
4459	唑	zuò	5
4460	唧	jī	4
4461	唪	fěng	4
4462	啧	zé	4
4463	喏	nuò	5
4464	喵	miāo	4
4465	啉	lín	4
4466	啭	zhuàn	4
4467	啁	zhāo	5
4468	啕	táo	4
4469	唿	hū	4
4470	啐	cuì	6
4471	唼	shà	4
4472	唷	yō	4
4473	啖	dàn	4
4474	啵	bo	4
4475	啶	dìng	4
4476	啷	lāng	4
4477	唳	lì	4
4478	唰	shuā	5
4479	啜	chuò	6
4480	喋	qiè	4
4481	嗒	dā	6
4482	喃	nán	6
4483	喱	lí	4
4484	喹	kuí	5
4485	喈	jiē	4
4486	喁	yóng	3
4487	喟	kuì	4
4488	啾	jiū	4
4489	嗖	sōu	4
4490	喑	yīn	3
4491	啻	chì	4
4492	嗟	jiē	4
4493	喽	lóu	4
4494	喾	kù	5
4495	喔	wō	4
4496	喙	hùi	3
4497	嗪	qín	4
4498	嗷	áo	4
4499	嗉	sù	4
4500	嘟	dū	5
4501	嗑	kē	4
4502	嗫	niè	5
4503	嗬	hē	6
4504	嗔	chēn	5
4505	嗦	suō	5
4506	嗝	gé	3
4507	嗄	á	4
4508	嗥	háo	5
4509	嗲	diǎ	5
4510	嗳	ǎi	5
4511	嗌	ài	5
4512	嗍	suō	5
4513	嗨	hāi	5
4514	嗵	tōng	6
4515	嗤	chī	4
4516	辔	pèi	5
4517	嘞	lē	4
4518	嘈	cáo	4
4519	嘌	piào	4
4520	嘁	qī	5
4521	嘤	yīng	5
4522	嘣	bēng	5
4523	嗾	sǒu	5
4524	嘀	dī	5
4525	嘧	mì	5
4526	嘭	pēng	5
4527	噘	juē	6
4528	嘹	liáo	5
4529	噗	pū	4
4530	嘬	zuō	5
4531	噍	jiào	4
4532	噢	ō	5
4533	噙	qín	7
4534	噜	lū	4
4535	噌	cēng	7
4536	噔	dēng	4
4537	嚆	hāo	4
4538	噤	jìn	5
4539	噱	xué	4
4540	噫	yī	4
4541	噻	sāi	6
4542	噼	pī	5
4543	嚅	rú	4
4544	嚓	cā	5
4545	嚯	huò	4
4546	囔	nāng	7
4547	囝	jiǎn	4
4548	囡	nān	4
4549	囵	lún	5
4550	囫	hú	4
4551	囹	líng	4
4552	囿	yòu	2
4553	圄	yǔ	4
4554	圊	qīng	4
4555	圉	yǔ	5
4556	圜	huán	7
4557	帏	wéi	3
4558	帙	zhì	3
4559	帔	pèi	3
4560	帑	tǎng	4
4561	帱	chóu	3
4562	帻	zé	4
4563	帼	guó	5
4564	帷	wéi	3
4565	幄	wò	4
4566	幔	màn	5
4567	幛	zhàng	4
4568	幞	fú	4
4569	幡	fān	4
4570	岌	jí	3
4571	屺	qǐ	3
4572	岍	qiān	3
4573	岐	qí	3
4574	岖	qū	4
4575	岈	yá	3
4576	岘	xiàn	3
4577	岙	ào	3
4578	岑	cén	3
4579	岚	lán	3
4580	岜	bā	3
4581	岵	hù	4
4582	岢	kě	4
4583	岽	dōng	3
4584	岬	jiǎ	3
4585	岫	xiù	3
4586	岱	dài	4
4587	岣	gǒu	4
4588	峁	mǎo	4
4589	岷	mín	3
4590	峄	yì	4
4591	峒	dòng	5
4592	峤	jiào	4
4593	峋	xún	4
4594	峥	zhēng	3
4595	崂	láo	4
4596	崃	lɑí	3
4597	崧	sōng	5
4598	崦	yān	4
4599	崮	gù	6
4600	崤	xiáo	3
4601	崞	guō	5
4602	崆	kōng	4
4603	崛	jué	5
4604	嵘	róng	4
4605	崾	yǎo	4
4606	崴	wǎi	4
4607	崽	zǎi	4
4608	嵬	wéi	3
4609	嵛	yú	5
4610	嵯	cuó	4
4611	嵝	lǒu	4
4612	嵫	zī	5
4613	嵋	méi	4
4614	嵊	shèng	5
4615	嵩	sōng	3
4616	嵴	jí	4
4617	嶂	zhàng	4
4618	嶙	lín	5
4619	嶝	dèng	4
4620	豳	bīn	5
4621	嶷	yí	6
4622	彳	chì	1
4623	彷	fǎng	3
4624	徂	cú	3
4625	徇	xùn	4
4626	徉	yáng	3
4627	後	hòu	4
4628	徕	lɑí	3
4629	徙	xǐ	4
4630	徜	cháng	5
4631	徨	huáng	4
4632	徭	yáo	4
4633	徼	jiǎo	5
4634	衢	qú	7
4635	犰	qíu	3
4636	犷	guǎng	3
4637	犸	mǎ	3
4638	狃	nǐu	3
4639	狁	yǔn	4
4640	狎	xiá	3
4641	狍	páo	4
4642	狒	fèi	3
4643	狯	kuài	5
4644	狩	shòu	4
4645	狲	sūn	4
4646	狴	bì	4
4647	狷	juàn	4
4648	猁	lì	4
4649	狳	yú	4
4650	猃	xiǎn	4
4651	狺	yín	3
4652	狻	suān	5
4653	猗	jì	5
4654	猓	guǒ	3
4655	猡	luó	4
4656	猊	ní	4
4657	猞	shē	5
4658	猝	cù	6
4659	猕	mí	5
4660	猢	hú	5
4661	猹	chá	5
4662	猥	wěi	4
4663	猬	wèi	4
4664	猸	méi	4
4665	猱	náo	4
4666	獐	zhāng	4
4667	獍	jìng	5
4668	獗	jué	6
4669	獠	liáo	5
4670	獬	xiè	5
4671	獯	xūn	4
4672	獾	huān	6
4673	舛	chuǎn	3
4674	夥	huǒ	4
4675	飧	sūn	3
4676	饨	tún	3
4677	饩	xì	3
4678	饪	rèn	3
4679	饫	yù	3
4680	饬	chì	4
4681	饴	yí	4
4682	饷	xiǎng	4
4683	饽	bō	5
4684	馀	yú	4
4685	馄	hún	4
4686	馇	chā	5
4687	馊	sōu	4
4688	馍	mó	5
4689	馐	xiū	4
4690	馑	jǐn	3
4691	馓	sǎn	5
4692	馔	zhuàn	6
4693	馕	náng	7
4694	庀	pǐ	3
4695	庑	wǔ	3
4696	庋	guǐ	3
4697	庖	páo	4
4698	庥	xiū	4
4699	庠	xiáng	3
4700	庹	tuǒ	4
4701	庵	ān	4
4702	庾	yǔ	3
4703	赓	gēng	4
4704	廒	áo	4
4705	廑	jǐn	3
4706	廛	chán	5
4707	廨	xiè	5
4708	廪	lǐn	7
4709	膺	yīng	5
4710	忉	dāo	3
4711	忖	cǔn	3
4712	忏	chàn	3
4713	怃	wǔ	3
4714	忮	zhì	3
4715	怄		4
4716	忡	chōng	3
4717	忤	wǔ	4
4718	忾	kài	3
4719	怅	chàng	3
4720	怆	chuàng	4
4721	忪	sōng	4
4722	忭	biàn	3
4723	忸	nǐu	3
4724	怙	hù	4
4725	怵	chù	3
4726	怦	pēng	3
4727	怛	dá	4
4728	怏	yàng	3
4729	怍	zuò	3
4730	怩	ní	4
4731	怫	fú	3
4732	怊	chāo	4
4733	怿	yì	4
4734	怡	yí	4
4735	恸	tòng	5
4736	恹	yān	4
4737	恻	cè	4
4738	恺	kǎi	4
4739	恂	xún	4
4740	恪	kè	4
4741	恽	yùn	4
4742	悖	bèi	5
4743	悚	sǒng	3
4744	悭	qiān	5
4745	悝	kuī	3
4746	悃	kǔn	5
4747	悒	yì	4
4748	悌	tì	4
4749	悛	quān	5
4750	惬	qiè	4
4751	悻	xìng	5
4752	悱	fěi	3
4753	惘	wǎng	5
4754	惆	chóu	5
4755	惚	hū	4
4756	悴	cuì	6
4757	愠	yùn	4
4758	愦	kuì	4
4759	愕	è	6
4760	愣	lèng	4
4761	惴	zhuì	4
4762	愀	qiǎo	4
4763	愎	bì	5
4764	愫	sù	4
4765	慊	qiàn	3
4766	慵	yōng	4
4767	憬	jǐng	6
4768	憔	qiáo	4
4769	憧	chōng	4
4770	憷	chù	5
4771	懔	lǐn	7
4772	懵	měng	6
4773	忝	tiǎn	3
4774	隳	huī	7
4775	闩	shuān	3
4776	闫	yán	5
4777	闱	wéi	3
4778	闳	hóng	4
4779	闵	mǐn	3
4780	闼	tà	4
4781	闾	lǘ	4
4782	阃	kǔn	5
4783	阄	jiū	3
4784	阆	láng	3
4785	阈	yù	5
4786	阊	chāng	4
4787	阋	xì	4
4788	阌	wén	5
4789	阍	hūn	4
4790	阏	è	5
4791	阒	qù	4
4792	阕	què	4
4793	阖	hé	4
4794	阗	tián	5
4795	阙	quē	5
4796	阚	kàn	4
4797	爿	pán	1
4798	戕	qiāng	3
4799	汔	qì	4
4800	汜	sì	3
4801	汊	chà	3
4802	沣	fēng	3
4803	沅	yuán	4
4804	沐	mù	3
4805	沔	miǎn	3
4806	沌	dùn	3
4807	汨	mì	3
4808	汩	gǔ	3
4809	汴	biàn	3
4810	汶	wèn	3
4811	沆	hàng	4
4812	沩	wéi	3
4813	泐	lè	4
4814	泔	gān	3
4815	沭	shù	3
4816	泷	lóng	3
4817	泸	lú	4
4818	泱	yāng	3
4819	泗	sì	3
4820	沲	duò	4
4821	泠	líng	3
4822	泖	mǎo	4
4823	泺	luò	3
4824	泫	xuàn	3
4825	泮	pàn	3
4826	沱	tuó	4
4827	泓	hóng	4
4828	泯	mǐn	3
4829	泾	jīng	4
4830	洹	huán	5
4831	洧	wěi	2
4832	洌	liè	4
4833	浃	jiā	3
4834	浈	zhēn	4
4835	洇	yīn	4
4836	洄	huí	5
4837	洙	zhū	3
4838	洎	jì	3
4839	洫	xù	3
4840	浍	hùi	5
4841	洮	táo	4
4842	洵	xún	4
4843	洚	jiàng	4
4844	浏	líu	4
4845	浒	hǔ	5
4846	浔	xún	4
4847	洳	rù	4
4848	涑	sù	4
4849	浯	wú	4
4850	涞	lɑí	3
4851	涠	wéi	4
4852	浞	zhuó	3
4853	涓	juān	4
4854	涔	cén	3
4855	浜	bāng	4
4856	浠	xī	5
4857	浼	měi	3
4858	浣	huàn	5
4859	渚	zhǔ	4
4860	淇	qí	4
4861	淅	xī	4
4862	淞	sōng	5
4863	渎	dú	4
4864	涿	zhuō	3
4865	淠	pì	4
4866	渑	miǎn	3
4867	淦	gàn	3
4868	淝	féi	4
4869	淙	cóng	4
4870	渖	shěn	4
4871	涫	guàn	4
4872	渌	lù	4
4873	涮	shuàn	5
4874	渫	xiè	4
4875	湮	yān	4
4876	湎	miǎn	3
4877	湫	jiǎo	4
4878	溲	sōu	4
4879	湟	huáng	4
4880	溆	xù	5
4881	湓	pén	5
4882	渲	xuàn	6
4883	渥	wò	4
4884	湄	méi	4
4885	滟	yàn	4
4886	溘	kè	4
4887	滠	shè	5
4888	漭	mǎng	5
4889	滢	yíng	4
4890	溥	pǔ	4
4891	溧	lì	4
4892	溽	rù	4
4893	溻	tā	4
4894	溷	hùn	5
4895	滗	bì	4
4896	溴	xiù	4
4897	滏	fǔ	4
4898	溏	táng	5
4899	滂	pāng	3
4900	溟	míng	6
4901	潢	huáng	3
4902	潆	yíng	4
4903	潇	xiāo	4
4904	漤	lǎn	5
4905	漕	cáo	4
4906	滹	hū	4
4907	漯	luò	4
4908	漶	huàn	4
4909	潋	liàn	5
4910	潴	zhū	5
4911	漪	yī	6
4912	漉	lù	3
4913	漩	xuán	5
4914	澉	gǎn	4
4915	澍	shù	5
4916	澌	sī	5
4917	潸	shān	5
4918	潲	shào	5
4919	潼	tóng	4
4920	潺	chán	6
4921	濑	lài	5
4922	濉	suī	4
4923	澧	lǐ	4
4924	澹	dàn	6
4925	澶	chán	8
4926	濂	lián	4
4927	濡	rú	4
4928	濮	pú	5
4929	濞	bì	3
4930	濠	háo	6
4931	濯	zhuó	4
4932	瀚	hàn	5
4933	瀣	xiè	6
4934	瀛	yíng	7
4935	瀹	yuè	7
4936	瀵	fèn	6
4937	灏	hào	7
4938	灞	bà	5
4939	宄	guǐ	3
4940	宕	dàng	3
4941	宓	mì	3
4942	宥	yòu	2
4943	宸	chén	3
4944	甯	níng	4
4945	骞	qiān	5
4946	搴	qiān	5
4947	寤	wù	5
4948	寮	liáo	5
4949	寰	huán	6
4950	蹇	jiǎn	5
4951	謇	jiǎn	5
4952	迓	yà	3
4953	迕	wǔ	4
4954	迥	jiǒng	5
4955	迮	zé	3
4956	迤	yí	4
4957	迩	ěr	5
4958	迦	jiā	5
4959	迳	jìng	5
4960	迨	dài	5
4961	逅	hòu	6
4962	逄	páng	5
4963	逋	bū	3
4964	逦	lǐ	6
4965	逑	qíu	3
4966	逍	xiāo	4
4967	逖	tì	5
4968	逡	qūn	6
4969	逵	kuí	6
4970	逶	wēi	4
4971	逭	huàn	5
4972	逯	lù	5
4973	遄	chuán	5
4974	遑	huáng	5
4975	遒	qíu	5
4976	遐	xiá	5
4977	遨	áo	5
4978	遘	gòu	5
4979	遢	tā	5
4980	遛	líu	6
4981	暹	xiān	4
4982	遴	lín	6
4983	遽	jù	5
4984	邂	xiè	5
4985	邈	miǎo	6
4986	邃	suì	6
4987	邋	lā	8
4988	彗	hùi	4
4989	彖	tuàn	3
4990	彘	zhì	5
4991	咫	zhǐ	4
4992	屐	jī	4
4993	屙	ē	5
4994	孱	càn	5
4995	屣	xǐ	5
4996	屦	jù	5
4997	羼	chàn	5
4998	弪	jìng	4
4999	弩	nǔ	4
5000	弭	mǐ	3
5001	艴	fú	3
5002	弼	bì	4
5003	鬻	yù	5
5004	妁	shuò	3
5005	妃	fēi	3
5006	妍	yán	3
5007	妩	wǔ	3
5008	妪	yù	4
5009	妣	bǐ	3
5010	妗	jìn	3
5011	姊	zǐ	3
5012	妫	guī	3
5013	妞	niū	3
5014	妤	yú	3
5015	姒	sì	3
5016	妲	dá	4
5017	妯	zhóu	3
5018	姗	shān	3
5019	妾	qiè	3
5020	娅	yà	3
5021	娆	ráo	4
5022	姝	shū	3
5023	娈	luán	3
5024	姣	jiāo	4
5025	姘	pīn	3
5026	姹	chà	4
5027	娌	lǐ	3
5028	娉	pīng	4
5029	娴	xián	4
5030	娑	suō	4
5031	娣	dì	4
5032	娓	wěi	4
5033	婀	ē	5
5034	婧	jìng	3
5035	婊	biǎo	4
5036	婕	jíe	3
5037	娼	chāng	4
5038	婢	bì	3
5039	婵	chán	4
5040	胬	nǔ	4
5041	媪	ǎo	4
5042	媛	yuán	4
5043	婷	tíng	6
5044	婺	wù	4
5045	媾	gòu	4
5046	嫫	mó	5
5047	媲	pì	6
5048	嫒	ài	5
5049	嫔	pín	5
5050	媸	chī	4
5051	嫠	lí	3
5052	嫣	yān	5
5053	嫱	qiáng	6
5054	嫖	piáo	4
5055	嫦	cháng	5
5056	嫘	léi	4
5057	嫜	zhāng	4
5058	嬉	xī	5
5059	嬗	shàn	8
5060	嬖	bì	5
5061	嬲	niǎo	6
5062	孀	shuāng	5
5063	尕	gǎ	3
5064	尜	gá	4
5065	孚	fú	3
5066	孥	nú	4
5067	孑	jíe	1
5068	孓	jué	1
5069	孢	bāo	4
5070	驵	zǎng	3
5071	驷	sì	3
5072	驸	fù	4
5073	驺	zōu	4
5074	驿	yì	4
5075	驽	nú	4
5076	骀	dài	4
5077	骁	xiāo	4
5078	骅	huá	5
5079	骈	pián	3
5080	骊	lí	5
5081	骐	qí	4
5082	骒	kè	3
5083	骓	zhuī	3
5084	骖	cān	5
5085	骛	wù	4
5086	骜	ào	4
5087	骝	líu	5
5088	骟	shàn	4
5089	骠	biāo	4
5090	骢	cōng	6
5091	骣	chǎn	6
5092	骥	jì	6
5093	骧	xiāng	7
5094	纡	yū	3
5095	纣	zhòu	3
5096	纥	gē	4
5097	纨	wán	3
5098	纩	kuàng	3
5099	纭	yún	4
5100	纰	pī	3
5101	纾	shū	3
5102	绀	gàn	3
5103	绁	xiè	3
5104	绂	fú	3
5105	绉	zhòu	4
5106	绋	fú	3
5107	绌	chù	4
5108	绐	dài	4
5109	绗	háng	5
5110	绛	jiàng	4
5111	绠	gěng	3
5112	绨	tí	4
5113	绫	líng	5
5114	绮	qǐ	5
5115	绯	fēi	3
5116	绱	shàng	5
5117	绲	gǔn	4
5118	缍	duó	3
5119	绶	shòu	5
5120	绺	liǔ	5
5121	绻	quǎn	4
5122	绾	wǎn	4
5123	缁	zī	4
5124	缂	kè	3
5125	缃	xiāng	4
5126	缇	tí	3
5127	缈	miǎo	4
5128	缋	hùi	4
5129	缌	sī	4
5130	缏	biàn	4
5131	缑	gōu	5
5132	缒	zhuì	4
5133	缗	mín	4
5134	缙	jìn	4
5135	缜	zhěn	5
5136	缛	rù	4
5137	缟	gǎo	3
5138	缡	lí	6
5139	缢	yì	5
5140	缣	jiān	3
5141	缤	bīn	5
5142	缥	piāo	4
5143	缦	màn	5
5144	缧	léi	4
5145	缪	miào	5
5146	缫	sāo	4
5147	缬	xié	5
5148	缭	liáo	5
5149	缯	zēng	6
5150	缰	jiāng	7
5151	缱	qiǎn	6
5152	缲	qiāo	6
5153	缳	huán	6
5154	缵	zuǎn	7
5155	幺	yāo	1
5156	畿	jī	5
5157	巛	chuān	1
5158	甾	zāi	3
5159	邕	yōng	4
5160	玎	dīng	3
5161	玑	jī	3
5162	玮	wěi	3
5163	玢	bīn	4
5164	玟	mín	3
5165	珏	jué	3
5166	珂	kē	4
5167	珑	lóng	3
5168	玷	diàn	4
5169	玳	dài	4
5170	珀	pò	3
5171	珉	mín	3
5172	珈	jiā	4
5173	珥	ěr	3
5174	珙	gǒng	4
5175	顼	xū	3
5176	琊	yá	4
5177	珩	héng	5
5178	珧	yáo	3
5179	珞	luò	4
5180	玺	xǐ	4
5181	珲	huī	4
5182	琏	liǎn	4
5183	琪	qí	4
5184	瑛	yīng	4
5185	琦	qí	5
5186	琥	hǔ	3
5187	琨	kūn	4
5188	琰	yǎn	4
5189	琮	cóng	4
5190	琬	wǎn	5
5191	琛	chēn	5
5192	琚	jū	5
5193	瑁	mào	4
5194	瑜	yú	5
5195	瑗	yuàn	4
5196	瑕	xiá	5
5197	瑙	nǎo	6
5198	瑷	ài	5
5199	瑭	táng	5
5200	瑾	jǐn	3
5201	璜	huáng	3
5202	璎	yīng	5
5203	璀	cuǐ	4
5204	璁	cōng	6
5205	璇	xuán	5
5206	璋	zhāng	4
5207	璞	pú	4
5208	璨	càn	6
5209	璩	qú	4
5210	璐	lù	5
5211	璧	bì	5
5212	瓒	zàn	7
5213	璺	wèn	6
5214	韪	wěi	3
5215	韬	tāo	4
5216	杌	wù	3
5217	杞	qǐ	3
5218	杈	chā	3
5219	枥	lì	4
5220	枇	pí	3
5221	杪	miǎo	3
5222	杳	yǎo	3
5223	枘	ruì	3
5224	枧	jiǎn	3
5225	杵	chǔ	4
5226	枨	chéng	3
5227	枞	cōng	4
5228	枭	xiāo	3
5229	枋	fāng	3
5230	杷	pá	3
5231	杼	zhù	3
5232	柰	nài	3
5233	栉	zhì	4
5234	柘	zhè	3
5235	栊	lóng	3
5236	柩	jiù	4
5237	枰	píng	3
5238	栌	lú	4
5239	柙	xiá	3
5240	枵	xiāo	4
5241	柚	yóu	3
5242	柝	tuò	3
5243	栀	zhī	4
5244	柃	líng	3
5245	枸	gōu	4
5246	柢	dǐ	3
5247	栎	lì	3
5248	柁	tuó	4
5249	栲	kǎo	4
5250	栳	lǎo	3
5251	桡	ráo	4
5252	桎	zhì	3
5253	桢	zhēn	4
5254	桄	guāng	3
5255	桤	qī	4
5256	梃	tǐng	4
5257	栝	guā	3
5258	桕	jiù	3
5259	桦	huà	5
5260	桁	héng	5
5261	桧	guì	5
5262	桀	jíe	4
5263	栾	luán	3
5264	桊	juàn	3
5265	桉	ān	4
